filename,camera_group,frame_id,support_count,query_true_label,query_true_id,base_pred,base_pred_id,prior_0p0,prior_0p0_id,prior_0p05,prior_0p05_id,prior_0p1,prior_0p1_id,prior_0p2,prior_0p2_id,prior_0p3,prior_0p3_id
00491.jpg,camera_group_v2_0283,491,31,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00492.jpg,camera_group_v2_0283,492,31,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00493.jpg,camera_group_v2_0283,493,31,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00513.jpg,camera_group_v2_0288,513,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00514.jpg,camera_group_v2_0288,514,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00515.jpg,camera_group_v2_0288,515,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00516.jpg,camera_group_v2_0288,516,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00517.jpg,camera_group_v2_0288,517,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00518.jpg,camera_group_v2_0288,518,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00519.jpg,camera_group_v2_0288,519,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00520.jpg,camera_group_v2_0288,520,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00542.jpg,camera_group_v2_0291,542,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00543.jpg,camera_group_v2_0291,543,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00544.jpg,camera_group_v2_0291,544,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00545.jpg,camera_group_v2_0291,545,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00546.jpg,camera_group_v2_0291,546,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00547.jpg,camera_group_v2_0291,547,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00548.jpg,camera_group_v2_0291,548,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00549.jpg,camera_group_v2_0291,549,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00550.jpg,camera_group_v2_0291,550,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00551.jpg,camera_group_v2_0291,551,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00552.jpg,camera_group_v2_0291,552,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00570.jpg,camera_group_v2_0292,570,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00571.jpg,camera_group_v2_0292,571,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00572.jpg,camera_group_v2_0292,572,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00573.jpg,camera_group_v2_0292,573,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00574.jpg,camera_group_v2_0292,574,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00575.jpg,camera_group_v2_0292,575,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00576.jpg,camera_group_v2_0292,576,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00577.jpg,camera_group_v2_0292,577,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00578.jpg,camera_group_v2_0292,578,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00579.jpg,camera_group_v2_0292,579,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00580.jpg,camera_group_v2_0292,580,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00581.jpg,camera_group_v2_0292,581,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00604.jpg,camera_group_v2_0298,604,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00605.jpg,camera_group_v2_0298,605,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00606.jpg,camera_group_v2_0298,606,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00607.jpg,camera_group_v2_0298,607,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00608.jpg,camera_group_v2_0298,608,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00609.jpg,camera_group_v2_0298,609,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00610.jpg,camera_group_v2_0298,610,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00611.jpg,camera_group_v2_0298,611,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00612.jpg,camera_group_v2_0298,612,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00613.jpg,camera_group_v2_0298,613,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00614.jpg,camera_group_v2_0298,614,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00615.jpg,camera_group_v2_0298,615,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00629.jpg,camera_group_v2_0299,629,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00633.jpg,camera_group_v2_0299,633,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00626.jpg,camera_group_v2_0300,626,7,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00628.jpg,camera_group_v2_0300,628,7,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00630.jpg,camera_group_v2_0300,630,7,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00631.jpg,camera_group_v2_0300,631,7,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00632.jpg,camera_group_v2_0300,632,7,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00765.jpg,camera_group_v2_0301,765,7,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00766.jpg,camera_group_v2_0301,766,7,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00767.jpg,camera_group_v2_0301,767,7,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00768.jpg,camera_group_v2_0301,768,7,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00769.jpg,camera_group_v2_0301,769,7,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00647.jpg,camera_group_v2_0302,647,12,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00648.jpg,camera_group_v2_0302,648,12,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00649.jpg,camera_group_v2_0302,649,12,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00650.jpg,camera_group_v2_0302,650,12,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00651.jpg,camera_group_v2_0302,651,12,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00652.jpg,camera_group_v2_0302,652,12,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00653.jpg,camera_group_v2_0302,653,12,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00654.jpg,camera_group_v2_0302,654,12,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00672.jpg,camera_group_v2_0303,672,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00673.jpg,camera_group_v2_0303,673,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00674.jpg,camera_group_v2_0303,674,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00675.jpg,camera_group_v2_0303,675,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00676.jpg,camera_group_v2_0303,676,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00677.jpg,camera_group_v2_0303,677,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00678.jpg,camera_group_v2_0303,678,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00679.jpg,camera_group_v2_0303,679,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00680.jpg,camera_group_v2_0303,680,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00681.jpg,camera_group_v2_0303,681,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00682.jpg,camera_group_v2_0303,682,17,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00691.jpg,camera_group_v2_0304,691,6,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00692.jpg,camera_group_v2_0304,692,6,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00693.jpg,camera_group_v2_0304,693,6,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00694.jpg,camera_group_v2_0304,694,6,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00703.jpg,camera_group_v2_0306,703,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00704.jpg,camera_group_v2_0306,704,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00705.jpg,camera_group_v2_0306,705,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00706.jpg,camera_group_v2_0306,706,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00707.jpg,camera_group_v2_0306,707,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00708.jpg,camera_group_v2_0306,708,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00733.jpg,camera_group_v2_0309,733,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00734.jpg,camera_group_v2_0309,734,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00735.jpg,camera_group_v2_0309,735,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00736.jpg,camera_group_v2_0309,736,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00737.jpg,camera_group_v2_0309,737,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00738.jpg,camera_group_v2_0309,738,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00739.jpg,camera_group_v2_0309,739,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00740.jpg,camera_group_v2_0309,740,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00741.jpg,camera_group_v2_0309,741,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00742.jpg,camera_group_v2_0309,742,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00743.jpg,camera_group_v2_0309,743,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00744.jpg,camera_group_v2_0309,744,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00745.jpg,camera_group_v2_0309,745,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00746.jpg,camera_group_v2_0309,746,22,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00752.jpg,camera_group_v2_0310,752,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00753.jpg,camera_group_v2_0310,753,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00754.jpg,camera_group_v2_0310,754,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00783.jpg,camera_group_v2_0317,783,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00784.jpg,camera_group_v2_0317,784,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00785.jpg,camera_group_v2_0317,785,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00789.jpg,camera_group_v2_0318,789,3,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00790.jpg,camera_group_v2_0318,790,3,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00810.jpg,camera_group_v2_0320,810,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00811.jpg,camera_group_v2_0320,811,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00812.jpg,camera_group_v2_0320,812,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00813.jpg,camera_group_v2_0320,813,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00814.jpg,camera_group_v2_0320,814,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00815.jpg,camera_group_v2_0320,815,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00816.jpg,camera_group_v2_0320,816,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00817.jpg,camera_group_v2_0320,817,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00818.jpg,camera_group_v2_0320,818,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00819.jpg,camera_group_v2_0320,819,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00922.jpg,camera_group_v2_0321,922,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00923.jpg,camera_group_v2_0321,923,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00924.jpg,camera_group_v2_0321,924,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00925.jpg,camera_group_v2_0321,925,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00926.jpg,camera_group_v2_0321,926,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00927.jpg,camera_group_v2_0321,927,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00928.jpg,camera_group_v2_0321,928,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00929.jpg,camera_group_v2_0321,929,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00930.jpg,camera_group_v2_0321,930,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00931.jpg,camera_group_v2_0321,931,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00932.jpg,camera_group_v2_0321,932,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00933.jpg,camera_group_v2_0321,933,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
