filename,fold,true_label,pred_label,true_probability,pred_probability,margin,scene_id,nearest_train_image,review_status,is_error
02106.jpg,2,乱堆,乱堆,0.9997565150260925,0.9997565150260925,0.9995844647783088,,,pending,False
02111.jpg,2,正常,乱堆,9.33039264054969e-05,0.9976980090141296,0.9962363505037501,,,pending,True
02112.jpg,2,乱占,乱占,0.9989432692527771,0.9989432692527771,0.9984475276432931,,,pending,False
02116.jpg,2,乱占,乱占,0.9992741942405701,0.9992741942405701,0.9988462789915502,,,pending,False
02121.jpg,2,乱占,乱占,0.9996166229248047,0.9996166229248047,0.9993016057705972,,,pending,False
02125.jpg,2,乱采,乱采,0.9943612813949585,0.9943612813949585,0.9892692007124424,,,pending,False
02131.jpg,2,乱占,乱占,0.9988681077957153,0.9988681077957153,0.9982030161190778,,,pending,False
02136.jpg,2,乱占,乱占,0.7943831086158752,0.7943831086158752,0.6490780413150787,,,pending,False
02140.jpg,2,乱堆,乱堆,0.9912866950035095,0.9912866950035095,0.9828268410637975,,,pending,False
02144.jpg,2,乱占,乱占,0.983740508556366,0.983740508556366,0.9733848907053471,,,pending,False
02148.jpg,2,乱占,乱占,0.9949465394020081,0.9949465394020081,0.9921641934197396,,,pending,False
02487.jpg,2,乱建,有漂浮物,0.005493402015417814,0.9757781028747559,0.963166686706245,,,pending,True
02488.jpg,2,乱建,有漂浮物,0.006501275114715099,0.9923486709594727,0.9858473958447576,,,pending,True
00114.jpg,3,正常,有漂浮物,0.02587725967168808,0.8331868052482605,0.7027660757303238,,,pending,True
01086.jpg,3,正常,有漂浮物,5.872110341442749e-05,0.9994762539863586,0.9992974874912761,,,pending,True
02046.jpg,3,乱占,乱占,0.9902575016021729,0.9902575016021729,0.9842325211502612,,,pending,False
02051.jpg,3,乱占,乱占,0.99985671043396,0.99985671043396,0.9997923821065342,,,pending,False
02052.jpg,3,乱采,乱采,0.9870694875717163,0.9870694875717163,0.979538637213409,,,pending,False
02058.jpg,3,乱占,乱占,0.9590743184089661,0.9590743184089661,0.9296279642730951,,,pending,False
02062.jpg,3,乱占,有漂浮物,0.14055266976356506,0.8151684999465942,0.6746158301830292,,,pending,True
02066.jpg,3,乱采,乱采,0.9961137771606445,0.9961137771606445,0.9948624884709716,,,pending,False
02070.jpg,3,乱采,乱采,0.9871525168418884,0.9871525168418884,0.9746530754491687,,,pending,False
02074.jpg,3,乱占,乱占,0.917474091053009,0.917474091053009,0.8356450498104095,,,pending,False
02078.jpg,3,乱占,乱占,0.9778242707252502,0.9778242707252502,0.9572809264063835,,,pending,False
02082.jpg,3,乱占,乱占,0.8956058621406555,0.8956058621406555,0.7943335622549057,,,pending,False
02084.jpg,3,乱占,乱占,0.9891342520713806,0.9891342520713806,0.9807058954611421,,,pending,False
02089.jpg,3,乱占,有漂浮物,0.16680340468883514,0.817834198474884,0.6510307937860489,,,pending,True
02093.jpg,3,乱采,乱采,0.8040540218353271,0.8040540218353271,0.7060816064476967,,,pending,False
02097.jpg,3,乱堆,乱堆,0.9988945126533508,0.9988945126533508,0.9983506049611606,,,pending,False
02103.jpg,3,乱堆,乱堆,0.990345299243927,0.990345299243927,0.9833247954957187,,,pending,False
02107.jpg,3,乱堆,乱堆,0.9932667016983032,0.9932667016983032,0.9880072204396129,,,pending,False
02109.jpg,3,乱堆,乱堆,0.994341254234314,0.994341254234314,0.989347763825208,,,pending,False
02113.jpg,3,乱占,乱占,0.9998241066932678,0.9998241066932678,0.9997441295490717,,,pending,False
02117.jpg,3,乱占,乱占,0.9979641437530518,0.9979641437530518,0.9964081812649965,,,pending,False
02122.jpg,3,乱堆,乱堆,0.4601622223854065,0.4601622223854065,0.16080203652381897,,,pending,False
02126.jpg,3,乱采,乱采,0.9544209241867065,0.9544209241867065,0.9302221946418285,,,pending,False
02128.jpg,3,乱占,乱占,0.9427231550216675,0.9427231550216675,0.893514234572649,,,pending,False
02133.jpg,3,乱占,乱占,0.9993170499801636,0.9993170499801636,0.99910437836661,,,pending,False
02137.jpg,3,乱占,乱占,0.9743209481239319,0.9743209481239319,0.950113208964467,,,pending,False
02141.jpg,3,乱堆,乱堆,0.9953913688659668,0.9953913688659668,0.991018577478826,,,pending,False
02145.jpg,3,乱占,乱占,0.9880262613296509,0.9880262613296509,0.9794363183900714,,,pending,False
02149.jpg,3,乱占,乱占,0.9960241317749023,0.9960241317749023,0.9942971942946315,,,pending,False
02489.jpg,3,乱建,有漂浮物,0.14298489689826965,0.753589928150177,0.6106050312519073,,,pending,True
