filename,relative_path,label,frame_id,sequence_id,sha256,difference_hash,training_use,training_exclusion_reason
00066.jpg,训练集/00066.jpg,有漂浮物,66,file_block_0001,396fe2ecc198d91e5371c6cb74a433d9d6eaa33654c7b31036a0d24403ca6750,c8c8e82c2c3382a7,True,
00067.jpg,训练集/00067.jpg,有漂浮物,67,file_block_0001,03a13b66c48079a7639c95fb743c401aed910401262453ad8b696f304301140b,1cdcf3e3b7bc3c3e,True,
00068.jpg,训练集/00068.jpg,有漂浮物,68,file_block_0001,6ef725b5a7a783cfb172926db3979b7acd57c989ab32c64ee80e3c5987f4bf8e,81f1f3a59b73ebcf,True,
00069.jpg,训练集/00069.jpg,有漂浮物,69,file_block_0001,674425b1fe5b303f5527e3492161bc2cd1128b034f98366ace7f70dc36f9914e,0e1e8e1e0f0f3d3d,True,
00070.jpg,训练集/00070.jpg,有漂浮物,70,file_block_0001,c97679942174d97e7de58a8c11400d2e9cffd7b7e58dc845064a8cbbd035e8fc,fedec6c62626129b,True,
00071.jpg,训练集/00071.jpg,有漂浮物,71,file_block_0001,7990f637912ab181688bc5f492e4b49b1ffdc946a140c55cf44fbc1cfec0fe72,ddede3e0a60c1898,True,
00072.jpg,训练集/00072.jpg,有漂浮物,72,file_block_0001,8ab40260b3ff06d76751be287262606ae03cd3ffebec8f315066cb0e0b81b191,5d1f5b1f063878d8,True,
00073.jpg,训练集/00073.jpg,有漂浮物,73,file_block_0001,2550d88c669fe0615d63634598155220734a42cd17d62951aaa4544fed5ac98c,1f1b9e801341418f,True,
00074.jpg,训练集/00074.jpg,有漂浮物,74,file_block_0001,60be588ef2bfa0999c2af8eee91916623feb19bed26e11ac8be92e034f6e9ec9,e4b0e77f18e6eced,True,
00075.jpg,训练集/00075.jpg,有漂浮物,75,file_block_0001,41f65d42b8811abc730f5f813f55b0cec67882e85b23d9193d726ef1ba67b5e8,270b0f3f33716dd5,True,
00076.jpg,训练集/00076.jpg,有漂浮物,76,file_block_0001,1734b7d41312beed315b54d652f9ece085752f1afc67fb4ce75e35c495e4c069,9854c49418181898,True,
00077.jpg,训练集/00077.jpg,有漂浮物,77,file_block_0001,92c60ea5010c5886a660da203f7ef4bc7a4a2eb73015bb8149baeb91dcb04ae7,95edfffdda6b6201,True,
00078.jpg,训练集/00078.jpg,有漂浮物,78,file_block_0001,1834bcd5bb395d759fc751e9af30a70abffb1ba14d2803df60b782f234c0faa3,ea8b9f9fde9c5c6e,True,
00079.jpg,训练集/00079.jpg,有漂浮物,79,file_block_0001,6ff725b042fc1660225eb58be4113ec9fd463f3edf4911c206edd895e122912a,4963e3939191b133,True,
00080.jpg,训练集/00080.jpg,有漂浮物,80,file_block_0001,11b8e739edb7064500a0e80b4fa46a78273de64ca7aaea06af77fc81b77d3a26,87a3b697e687e666,True,
00081.jpg,训练集/00081.jpg,有漂浮物,81,file_block_0001,6291ed597b9cd37fb34d816ea6910f6ddafe6c537198886341a227af479824dc,ba73672373181e9b,True,
00082.jpg,训练集/00082.jpg,有漂浮物,82,file_block_0001,cfd7c7a84dbe3e6a923a60f0d5cde1557075aae9b06324be6236c29bbc5fb83e,d9f3def9fb8cb345,True,
00083.jpg,训练集/00083.jpg,有漂浮物,83,file_block_0001,4e71fa70ab54b75db98192f375cb5bc11f4fd70e4ca5136e589397675d328ebe,0344d0120c5c4d33,True,
00084.jpg,训练集/00084.jpg,有漂浮物,84,file_block_0001,ed4a7402f92ebfe311b4629450d4d4b8d57936a72a9b2f9552ab6e79a699c7c8,8c8bc98d96972307,True,
00085.jpg,训练集/00085.jpg,有漂浮物,85,file_block_0001,98c930548c9ad7fc0620d9f8a1e87238dbea2f5bb2fc26bae499eacfc96267d6,a40009c161b0a4e4,True,
00086.jpg,训练集/00086.jpg,有漂浮物,86,file_block_0001,ad3a7cb37c391d2a12848d1e06b6ca9c9da980c399f6a227d288f7a8181677b1,a727c0e267392e46,True,
00087.jpg,训练集/00087.jpg,有漂浮物,87,file_block_0001,e76bc2407e00c23a79ad51e711af40e190d540c8da75f98a541e21149bec9587,89cfe1293b6950ca,True,
00088.jpg,训练集/00088.jpg,有漂浮物,88,file_block_0001,ca057b833c1276f515cffd262f54186ddf169525c58bca19f94e8f66304dd5ca,bcef878cbcbfdfcf,True,
00089.jpg,训练集/00089.jpg,有漂浮物,89,file_block_0001,86be33ddf97cef37026544792e17ec8523073c0daffc00e1f3f9b53ab3d28fc4,3f3e3c86c3400818,True,
00090.jpg,训练集/00090.jpg,有漂浮物,90,file_block_0001,56f1c535b4b81392557bf832de1dd39213f25f5583b98d57e74e7cf80fbe3bc6,0111e9e1c1c32646,True,
00091.jpg,训练集/00091.jpg,有漂浮物,91,file_block_0001,935bca4d06d05dc1d2bf61a719494065b1660d11c00fb8708035f8d77f675042,9f9fb8c360216718,True,
00092.jpg,训练集/00092.jpg,有漂浮物,92,file_block_0001,c262cd57cc746832d58429e5f9188cd4153416643716f81216aceb980b28ec5b,0f9fffb7e4f4f3f1,True,
00093.jpg,训练集/00093.jpg,有漂浮物,93,file_block_0001,c5daae87e444b579a9a408cfb221ef3a17fb433f5360ec6670193de2562cfb4a,7f7ffee7e7c1c323,True,
00094.jpg,训练集/00094.jpg,有漂浮物,94,file_block_0001,d3fa771a6daff974b021be9b33996ed14c7b71d9c29d3d17ec457fbea7ef143d,88ccc8c898d8b878,True,
00095.jpg,训练集/00095.jpg,有漂浮物,95,file_block_0001,f488602b82eb7fc6e462d3c16c854722f76405d08aefdb979da7e47885c87810,000001939050c0c8,True,
00096.jpg,训练集/00096.jpg,正常,96,file_block_0001,64d1aa49767b78de0191b1f2f0234ea0a5ccd272f10fbb3e148777e1c19ccd21,cccdded5d080820a,True,
00097.jpg,训练集/00097.jpg,有漂浮物,97,file_block_0001,a2525120d1154863d0c1bfd3c83431a553a5fc26d196bb8f7b6ba4c28eea11a2,0f0fcd0739904c4c,True,
00098.jpg,训练集/00098.jpg,有漂浮物,98,file_block_0001,f7c99c5b5d5a32f8793260d18a04c42506aeefbf32d39ac65eecf14daca27d4f,cfdf9fd74743478d,True,
00099.jpg,训练集/00099.jpg,有漂浮物,99,file_block_0001,cb40671eeacd9a5edd3e0c0d56c5f2a2006c2e64f60061bf5497b781b7c784a2,1637d71711181838,True,
00100.jpg,训练集/00100.jpg,正常,100,file_block_0001,a1b3d9e3644974ea612fe5bff14fdb741518f8ed9dac7e192512c89d029205e2,75f8f0fcf8f9939b,True,
00101.jpg,训练集/00101.jpg,有漂浮物,101,file_block_0001,aee00260c49f77b56f3bc8efcf0f68d81dab3aa1843af2ef8ce5fd881c84c8a5,77f8c092c2f6f879,True,
00102.jpg,训练集/00102.jpg,有漂浮物,102,file_block_0001,645887692987e3867418653586006fc94898456acfb5b91d3ac2d63011afa61a,ef3f0f2f1d1a1818,True,
00103.jpg,训练集/00103.jpg,有漂浮物,103,file_block_0001,2b7155ae3f2fea0b5b3087b88a45004df932d0da10fef8ea8ca82ca0f7912704,4636430b5d5171e1,True,
00104.jpg,训练集/00104.jpg,有漂浮物,104,file_block_0001,2726b512cc05fca1fd2cc3b0b71870a1b71df04be25c543f0bb3c6d100e6c387,0b8faf0f4f676767,True,
00105.jpg,训练集/00105.jpg,有漂浮物,105,file_block_0001,8033bd118726c3bc501119358a4cd8a71c1520f86f6966d1dc1ebb4598b09ae1,434319594b4372f8,True,
00106.jpg,训练集/00106.jpg,有漂浮物,106,file_block_0001,bcae56541ca51929ac12a0a244d8365a6f430e669e78381ac3590e8f852b2da1,60200707818050c0,True,
00107.jpg,训练集/00107.jpg,有漂浮物,107,file_block_0001,50184c37dacef99a6074ea772956885d2a30cf9a437c36d070dadc0e514b2b6a,ddcdc44c647f5fdf,True,
00108.jpg,训练集/00108.jpg,有漂浮物,108,file_block_0001,9465ce45e96984d171356aa16c8811cfcf1df109052f606c8160340cb87f92aa,0090920318183868,True,
00109.jpg,训练集/00109.jpg,有漂浮物,109,file_block_0001,7ceb85a5bfc1694fd432a45dc3df0592f690aa59e1b344e19edc0afb663d60b2,9a17e36704510e04,True,
00110.jpg,训练集/00110.jpg,有漂浮物,110,file_block_0001,80c22b7553e3fdc09a9557fa2ca38a201f600abe985c29e72134340c7c443c58,68bf22222361c0c0,True,
00111.jpg,训练集/00111.jpg,有漂浮物,111,file_block_0001,7b76fda6eac3d8dcdb140801729519b8d2caab65acbd452c85c4c5eecd68fe26,471d17e101002c2c,True,
00112.jpg,训练集/00112.jpg,有漂浮物,112,file_block_0001,9b146df9948102dd70967eb6450b4f8311350ae90887a212df59ce2c5d78c1ee,80c40030700657f0,True,
00113.jpg,训练集/00113.jpg,有漂浮物,113,file_block_0001,17ac2be39a51fe1a2effdea74c3e6e6aba84b43d022efae2e4e5b85fc3faec66,4fdfffcfde9f0f0e,True,
00114.jpg,训练集/00114.jpg,正常,114,file_block_0001,ca9df61e439d8a990aa857e9bd560ce07f47d07c8387c0805d351883437976bf,0c080100882f2723,True,
00115.jpg,训练集/00115.jpg,有漂浮物,115,file_block_0001,ea6eb13d6c9a3b4c96be9aaf0bf6da4cdde521fc447de5a08f54c6e4dd764ec9,dd0f6efd8b1bcbcb,True,
00116.jpg,训练集/00116.jpg,有漂浮物,116,file_block_0001,730d4b8b7049f2291918470827fd6c789ab3b46c4e876a1529287842e29e5e73,83f373130183a2a1,True,
00117.jpg,训练集/00117.jpg,有漂浮物,117,file_block_0001,63170a789c4650282034a41a566857fab721d45f612bbb64481ef44fa91bb673,84a838b9e1e9e9f1,True,
00118.jpg,训练集/00118.jpg,有漂浮物,118,file_block_0001,35bcf3d6f1ca2285753f4634208dcd5b2b75ee697cb20e31419e37a29b852c94,cfe79787ded4c741,True,
00119.jpg,训练集/00119.jpg,有漂浮物,119,file_block_0001,f0819b6542f7bc04c7753bac96a43468997f05f5a95e6530f207dbdf5f1a589f,053231937f7765e8,True,
00120.jpg,训练集/00120.jpg,有漂浮物,120,file_block_0001,9146031b06a8f61597dab61db600f4ae4b0a6a2046c2d35d9e68d6a6375b8ab0,c76a6e391bf8fc3c,True,
00121.jpg,训练集/00121.jpg,有漂浮物,121,file_block_0001,b993d0417f46696661637d9c4e0d5f7d24f4c774dc6d950ed83bb7942de3acbf,d7fcdcdc7c7571f1,True,
00122.jpg,训练集/00122.jpg,有漂浮物,122,file_block_0001,9731d8a38790fe259b22ca4d1790b3eeed618f8a1c7361994c0104555a2451bd,3383821351517466,True,
00123.jpg,训练集/00123.jpg,有漂浮物,123,file_block_0001,369a91c77d03089eeba5224ef58ef80c97463115054c15ee63292a53be0826c0,07079f8fd29ab335,True,
00124.jpg,训练集/00124.jpg,有漂浮物,124,file_block_0001,d62d72512fa7fad518652101709b0b020e7ec2aea83a6763721c9661ee1056ab,0747c7c5c3e3e3e1,True,
00125.jpg,训练集/00125.jpg,有漂浮物,125,file_block_0001,feda2b180d862726045280f56ec0a945a006b088f52984cc3698232538038502,fffebe8ebff2befe,True,
00126.jpg,训练集/00126.jpg,有漂浮物,126,file_block_0001,b360344fee5feec5d301aaeaf694d645e748c9f579ab6141c9c54f31e736a2a1,24a5a092c2d0b078,True,
00127.jpg,训练集/00127.jpg,有漂浮物,127,file_block_0001,9b65d0a0cb50d332e2736ed7a8a72495f51c7dadb7bb44199ce88d0cd282f574,e94547fefe8eccf8,True,
00128.jpg,训练集/00128.jpg,有漂浮物,128,file_block_0001,9b65d0a0cb50d332e2736ed7a8a72495f51c7dadb7bb44199ce88d0cd282f574,e94547fefe8eccf8,False,exact_duplicate_later
00129.jpg,训练集/00129.jpg,有漂浮物,129,file_block_0001,949b78cd42d97279e84b402ed292689ac8fd04864015f36305f28c23f5a9b0b8,17353d1c18183c34,True,
00130.jpg,训练集/00130.jpg,有漂浮物,130,file_block_0001,65580051a74cc94e8f05b5501fdfa71fb9bbcece7b091a9c84a9fa03dccc5e76,53703910070f2aa4,True,
00131.jpg,训练集/00131.jpg,有漂浮物,131,file_block_0001,3a88e487b343660164b6cfeb7ce3c11ed2c87d9f8020cc5f3e899826b0fdd706,39393337ff9ebe3a,True,
00132.jpg,训练集/00132.jpg,有漂浮物,132,file_block_0001,4d5b8d319e2ddf8858111fee972600648bb60ef2710eeb05c785edad591a29ad,80e486e7f0b88913,True,
00133.jpg,训练集/00133.jpg,有漂浮物,133,file_block_0001,adaa65eef8518cac997c03b16381f6d5f9164619053c23596a5c0e21fe454f84,000367c3c0a04869,True,
00134.jpg,训练集/00134.jpg,有漂浮物,134,file_block_0001,81e6abf48d4dfe22b8289eca0969202dbc369fd430d8b2638eaeba9bd50697a0,038e8e4ecfcecfff,True,
00135.jpg,训练集/00135.jpg,有漂浮物,135,file_block_0001,4e24ffe1b688caabdc51ef2ffe43a63d7bae91681375925b19976e1c39c78e3b,0f0fcf8793195014,True,
00136.jpg,训练集/00136.jpg,有漂浮物,136,file_block_0001,78c826c23669c6af2f4fd8f3ca324290daf1df2d66b32c6fbd2410a389823437,7f7c369399c84406,True,
00137.jpg,训练集/00137.jpg,有漂浮物,137,file_block_0001,ef6feacf54b48c3ee0eeaaa36fbfd218e9519c56ecab8a4ab3a635407d84ea19,21413030e0e1703c,True,
00138.jpg,训练集/00138.jpg,有漂浮物,138,file_block_0001,f8972cea3deeb46c3b6a91802217088c6bd66ef3342d478afdf6ee45f352a3b1,121878782ae0e178,True,
00139.jpg,训练集/00139.jpg,有漂浮物,139,file_block_0001,2ff3514d36149a96bf23e9af91e58e2368d28a41a2bb6f4cb87784649e2636f7,210301e0e0f81c0c,True,
00140.jpg,训练集/00140.jpg,有漂浮物,140,file_block_0001,ca1561be35a7ca3a2d4ca394c106c1467eadc3954c667d11c7cc3d516f8c3ac0,63612181c3c30309,True,
00141.jpg,训练集/00141.jpg,有漂浮物,141,file_block_0001,0ec205e1b5795508c342005b329fdd395c4b50132cd3e7e859406d55e268aa8d,76e6c6c1c5461a9a,True,
00142.jpg,训练集/00142.jpg,有漂浮物,142,file_block_0001,e4ecd9a93c7495f3b027967aa823496f9fe947df7bc1da8020c76bb98c3d546d,3f7b16313676185a,True,
00143.jpg,训练集/00143.jpg,有漂浮物,143,file_block_0001,9809614f3acaf25dedd870ee8284fbb9f2e69b3c7be5560304380cfe80c05141,4fcf8da7f2b3a36b,True,
00144.jpg,训练集/00144.jpg,有漂浮物,144,file_block_0001,c87a75814a3aa84f7b4071a3840cbc8886087d3396e8cde7406551f099de97e0,006138119130e0b0,True,
00145.jpg,训练集/00145.jpg,有漂浮物,145,file_block_0001,cb87d7270ad484778f3d3095a0e823f294c01be49800cdbdec39ccffd9c7f961,90f0c8c08020b030,True,
00146.jpg,训练集/00146.jpg,有漂浮物,146,file_block_0001,a6affd23a0b03580c7808d94d2b3b68c2de3ed11c906e60bcf659f44496913d4,fdff8bc9f0f0f6b6,True,
00147.jpg,训练集/00147.jpg,有漂浮物,147,file_block_0001,1f5f42b7ad9200def3a4bd627a656b121d50d4ed9d05a4d9ac699984b6269027,0f470727347060e0,True,
00148.jpg,训练集/00148.jpg,有漂浮物,148,file_block_0001,6997b3c665f04ae73ae6921c7c286edae0d1d94575f977f1ae24546a4eb7174b,79f686ba72f3f272,True,
00149.jpg,训练集/00149.jpg,有漂浮物,149,file_block_0001,f9991b0e055e6674b675733ed4da0d9fd60e6d852debacd089dbf090df41dbe4,080c0e67effbf3f3,True,
00150.jpg,训练集/00150.jpg,有漂浮物,150,file_block_0001,6013984af870fc9784b252428e5ff7614fde7e3ef7e15e0815fd393268e75e19,fcfcbc3bbc70b8b8,True,
00151.jpg,训练集/00151.jpg,有漂浮物,151,file_block_0001,967cdbe99a3d5bf209de5083bc9ca66cf28efa75b7e3b3b1a0bd99668f887468,3918112200606038,True,
00152.jpg,训练集/00152.jpg,有漂浮物,152,file_block_0001,2b2677abd80a909716089ac89c776904023f85e21a6d3bf1b69a8cb561233eae,3fd9220e0d0dad89,True,
