filename,relative_path,label,width,height,sha256,difference_hash,decode_status,enabled,duplicate_group_id,near_duplicate_group_id,scene_id
00028.jpg,训练集/00028.jpg,有漂浮物,3264,2448,9f6aaea2d3ce389f94b31ca8ef4c439fdb66fbb20dbe06dd03ea3039d00b92ae,3efc6ee6fb9e8e2e,ok,True,,,file_block_0001
00029.jpg,训练集/00029.jpg,有漂浮物,4080,3060,317e171f85cafd828c1de2004456bf83ac262729008c3e0f8f77e6d5aaa008a1,c76e8ede7c3c0e87,ok,True,,,file_block_0001
00030.jpg,训练集/00030.jpg,有漂浮物,4080,3060,5a5389774cbec73ccbac5cc5d440fa06e97247863dc6f7beb2c7bd778d6c7fa4,313167f6b68ecde3,ok,True,,,file_block_0001
00031.jpg,训练集/00031.jpg,有漂浮物,4080,3060,18583efc5ad090d19e00b51cad6438a1267be336920dadff92ac5715a83cedc8,2577767e7cf9f9e4,ok,True,,,file_block_0001
00032.jpg,训练集/00032.jpg,有漂浮物,1706,1279,4c7a495b537b5d9f72478add67182924cb7dbfaf182e72aec30ef8b1da3a0d16,cfdcf0691811cd86,ok,True,,,file_block_0001
00033.jpg,训练集/00033.jpg,正常,4080,3060,d06a54debe36872e10623798fb94b14d54eb968672b32f38d6f4be8ec1682aa7,1f9e40060f04c0d0,ok,True,,,file_block_0001
00034.jpg,训练集/00034.jpg,有漂浮物,1706,1279,cfa8c3c7d10d9bff26fc0bfd6a79f3bbf49e4ced03d0c8d933db1c7386131fec,b9363e1b133b199c,ok,True,,,file_block_0001
00035.jpg,训练集/00035.jpg,有漂浮物,1706,1279,d96b43f09203a52a1eb2f15ea4df6c39cd5d3c1edfb797918f91d5213ee9fa67,837f70dfcff797d7,ok,True,,,file_block_0001
00036.jpg,训练集/00036.jpg,有漂浮物,1706,1279,1f936f04235af61f29c5cf1720ebfde7bf342fdc7ed890a9362936b74fab1179,fd7ffef9ebfefafa,ok,True,,,file_block_0001
00037.jpg,训练集/00037.jpg,有漂浮物,1706,1279,ea913c6c96af02b9b44d886b3ca85153b0ac93942678f274bf48f2f9752a15a3,c0003f7f79dcf8f8,ok,True,,,file_block_0001
00038.jpg,训练集/00038.jpg,有漂浮物,1706,1279,56e063256c30b6958c06b1373a0cb2112aca6417f6d2c794d61c56fdb897c2d4,84806018ac286868,ok,True,,,file_block_0001
00039.jpg,训练集/00039.jpg,有漂浮物,1706,1279,0a6381b9267e0613c5dd31cd51b0c8812c06243b02c3b96653547b2839dcbdb0,cbc030188e262024,ok,True,,,file_block_0001
00040.jpg,训练集/00040.jpg,有漂浮物,1706,1279,d2d3759fcb23efd18c005e98b76204f37421315d26e696784022bc4def317895,83c7c68706061627,ok,True,,,file_block_0001
00041.jpg,训练集/00041.jpg,有漂浮物,4080,3060,fc2e97da77926c846dd22ca4c80d59dfddcd3894fbbf35ea4b64986eceaab58c,0301c29878a2a020,ok,True,,,file_block_0001
00042.jpg,训练集/00042.jpg,有漂浮物,4080,3060,fc2265abda4ce01f4ceccf9e4c77e689f23d0aedc424d4db64fdbcf758163cbd,7f7cfbfdf8f4e5f1,ok,True,,,file_block_0001
00043.jpg,训练集/00043.jpg,有漂浮物,4080,3060,2d89db202b47971149019748becd97a12a2fb2c955f238b16cd1de4e676b2476,fcff5f0fc7000010,ok,True,,,file_block_0001
00044.jpg,训练集/00044.jpg,有漂浮物,4080,3060,ef902f6456fbc5528871b192158d5f9b2c742485fbd38c60ba61da622946fee4,7b323a283f1d0280,ok,True,,,file_block_0001
00045.jpg,训练集/00045.jpg,有漂浮物,4080,3060,b6ad3ad6e037490886ab60da5bca550f0b38948ab23a8b759aebf47ca873b8b6,9f9fbaba8d9d8d0d,ok,True,,,file_block_0001
00046.jpg,训练集/00046.jpg,有漂浮物,4080,3060,8f3c173206734dccde9440f53a0e0a8910cf739aa07b012ffc4219b778e90c09,fffecc1a931c4f43,ok,True,,,file_block_0001
00047.jpg,训练集/00047.jpg,有漂浮物,1706,1279,eeada057c851495a8a38124a5b7bc3b58a6d458c9734f9d56fab362452cc98ba,3f7fffd7632d3c0c,ok,True,,,file_block_0001
00048.jpg,训练集/00048.jpg,有漂浮物,1706,1279,23389481eab25f838ff060c2bfc316d2090deb2d4cde01f756f58d6a3029a03d,030190cc0d66525a,ok,True,,,file_block_0001
00049.jpg,训练集/00049.jpg,有漂浮物,1706,1279,eb92553e71e9e9d2d36e2b27f845f7bd554358ee535c5cf827069e7a640b123a,90313370313a9cac,ok,True,,,file_block_0001
00050.jpg,训练集/00050.jpg,有漂浮物,1706,1279,015839cf56600eb0aa9ae661e8868049630554ad78c3e16f84db027524f0d342,e3f3fb7f7df8fde2,ok,True,,,file_block_0001
00051.jpg,训练集/00051.jpg,有漂浮物,4080,3060,d9ece263175fa894a63563e1150a034879c52e86fe81882cb96bbfcc3eb6b114,a065d67040c0c666,ok,True,,,file_block_0001
00052.jpg,训练集/00052.jpg,有漂浮物,4080,3060,5e0ca7c0e48d98404e77e1e9b810d06aaac38feda305ac1ef99af100bc26e9ab,b6ee9e995f0b080c,ok,True,,,file_block_0001
00053.jpg,训练集/00053.jpg,有漂浮物,1706,1279,ce089d2095044e1e1561f721f62c3158e0db504075c3e046f9e0065acb407805,9ff889441033acce,ok,True,,,file_block_0001
00054.jpg,训练集/00054.jpg,有漂浮物,1706,1279,2d1e4d4d9c138755faf71b1b64a71c4db71e3bae5449885220fc3a0b06fd3071,3bfb969431c2969f,ok,True,,,file_block_0001
00055.jpg,训练集/00055.jpg,有漂浮物,1706,1279,4d3d491da3af813093234aa14f014623ef535cf72b326231d6dfca598911e100,ff1d0d0402e8a232,ok,True,,,file_block_0001
00056.jpg,训练集/00056.jpg,有漂浮物,1706,1279,78d89076364dd1eceea17de5e348dfa5ed3dfe9dd96b346943cc6df99070ae38,0e8eae42627262a0,ok,True,,,file_block_0001
00057.jpg,训练集/00057.jpg,有漂浮物,1706,1279,72f8ce4b6c815e8e14ff0fc5f94145c86d6bbd46b1ef96d9bb8059bd8b578917,d03820717df7f6e6,ok,True,,,file_block_0001
00058.jpg,训练集/00058.jpg,有漂浮物,1706,1279,2a6049891f1f099d207cf3fa485ac72f2639e960756aea2bcd9aeca75e1e8f5b,6fcfdb99d99e67a8,ok,True,,,file_block_0001
00059.jpg,训练集/00059.jpg,有漂浮物,1706,1279,7d0236ec9e8f80020a1b1177a83655c3ccb70e9588b262ef9d5699ac555bf8cf,c64e4fc1ddcfe576,ok,True,,,file_block_0001
00060.jpg,训练集/00060.jpg,有漂浮物,1706,1279,e04ef9a7114319d6465191780e7391bec604dfeecb7d0ac3c582eb1c16375523,020e1e1ef6f676e6,ok,True,,,file_block_0001
00061.jpg,训练集/00061.jpg,有漂浮物,1706,1279,81b2a64b7307e5c6d45e76eda5d6aae0cb2b1bce62b557d3049be7dfb24a504f,bc38387017151010,ok,True,,,file_block_0001
00063.jpg,训练集/00063.jpg,有漂浮物,1706,1279,761733d342fbc42b2f25edd541bc118981e85bc9f5144f7b0d149f946ce5c03d,f4f767cc3dbfbfff,ok,True,,,file_block_0001
00064.jpg,训练集/00064.jpg,正常,1706,1279,d6632d37bcd52084ae054eb8c84cdf61a89d7cad164eaa668942b5e821a4cd27,0b2f1310dd037934,ok,True,,,file_block_0001
00065.jpg,训练集/00065.jpg,有漂浮物,4080,3060,fd20787e306d0a1243019dff41cc4adb778e0e381813942a7a2a00273e9e75a8,c9c86c6c2d332226,ok,True,,,file_block_0001
00066.jpg,训练集/00066.jpg,有漂浮物,4080,3060,396fe2ecc198d91e5371c6cb74a433d9d6eaa33654c7b31036a0d24403ca6750,c8c8e82c2c3382a7,ok,True,,,file_block_0001
00067.jpg,训练集/00067.jpg,有漂浮物,4080,3060,03a13b66c48079a7639c95fb743c401aed910401262453ad8b696f304301140b,1cdcf3e3b7bc3c3e,ok,True,,,file_block_0001
00068.jpg,训练集/00068.jpg,有漂浮物,4080,3060,6ef725b5a7a783cfb172926db3979b7acd57c989ab32c64ee80e3c5987f4bf8e,81f1f3a59b73ebcf,ok,True,,,file_block_0001
00069.jpg,训练集/00069.jpg,有漂浮物,4080,3060,674425b1fe5b303f5527e3492161bc2cd1128b034f98366ace7f70dc36f9914e,0e1e8e1e0f0f3d3d,ok,True,,,file_block_0001
00070.jpg,训练集/00070.jpg,有漂浮物,4080,3060,c97679942174d97e7de58a8c11400d2e9cffd7b7e58dc845064a8cbbd035e8fc,fedec6c62626129b,ok,True,,,file_block_0001
00071.jpg,训练集/00071.jpg,有漂浮物,1706,1279,7990f637912ab181688bc5f492e4b49b1ffdc946a140c55cf44fbc1cfec0fe72,ddede3e0a60c1898,ok,True,,,file_block_0001
00072.jpg,训练集/00072.jpg,有漂浮物,1706,1279,8ab40260b3ff06d76751be287262606ae03cd3ffebec8f315066cb0e0b81b191,5d1f5b1f063878d8,ok,True,,,file_block_0001
00073.jpg,训练集/00073.jpg,有漂浮物,1706,1279,2550d88c669fe0615d63634598155220734a42cd17d62951aaa4544fed5ac98c,1f1b9e801341418f,ok,True,,,file_block_0001
00074.jpg,训练集/00074.jpg,有漂浮物,1706,1279,60be588ef2bfa0999c2af8eee91916623feb19bed26e11ac8be92e034f6e9ec9,e4b0e77f18e6eced,ok,True,,,file_block_0001
00075.jpg,训练集/00075.jpg,有漂浮物,1706,1279,41f65d42b8811abc730f5f813f55b0cec67882e85b23d9193d726ef1ba67b5e8,270b0f3f33716dd5,ok,True,,,file_block_0001
00076.jpg,训练集/00076.jpg,有漂浮物,1706,1279,1734b7d41312beed315b54d652f9ece085752f1afc67fb4ce75e35c495e4c069,9854c49418181898,ok,True,,,file_block_0001
00077.jpg,训练集/00077.jpg,有漂浮物,1706,1279,92c60ea5010c5886a660da203f7ef4bc7a4a2eb73015bb8149baeb91dcb04ae7,95edfffdda6b6201,ok,True,,,file_block_0001
00078.jpg,训练集/00078.jpg,有漂浮物,1706,1279,1834bcd5bb395d759fc751e9af30a70abffb1ba14d2803df60b782f234c0faa3,ea8b9f9fde9c5c6e,ok,True,,,file_block_0001
00079.jpg,训练集/00079.jpg,有漂浮物,1706,1279,6ff725b042fc1660225eb58be4113ec9fd463f3edf4911c206edd895e122912a,4963e3939191b133,ok,True,,,file_block_0001
00080.jpg,训练集/00080.jpg,有漂浮物,1706,1279,11b8e739edb7064500a0e80b4fa46a78273de64ca7aaea06af77fc81b77d3a26,87a3b697e687e666,ok,True,,,file_block_0001
00081.jpg,训练集/00081.jpg,有漂浮物,1706,1279,6291ed597b9cd37fb34d816ea6910f6ddafe6c537198886341a227af479824dc,ba73672373181e9b,ok,True,,,file_block_0001
00082.jpg,训练集/00082.jpg,有漂浮物,1706,1279,cfd7c7a84dbe3e6a923a60f0d5cde1557075aae9b06324be6236c29bbc5fb83e,d9f3def9fb8cb345,ok,True,,,file_block_0001
00083.jpg,训练集/00083.jpg,有漂浮物,1706,1279,4e71fa70ab54b75db98192f375cb5bc11f4fd70e4ca5136e589397675d328ebe,0344d0120c5c4d33,ok,True,,,file_block_0001
00084.jpg,训练集/00084.jpg,有漂浮物,1706,1279,ed4a7402f92ebfe311b4629450d4d4b8d57936a72a9b2f9552ab6e79a699c7c8,8c8bc98d96972307,ok,True,,,file_block_0001
00085.jpg,训练集/00085.jpg,有漂浮物,1706,1279,98c930548c9ad7fc0620d9f8a1e87238dbea2f5bb2fc26bae499eacfc96267d6,a40009c161b0a4e4,ok,True,,,file_block_0001
00086.jpg,训练集/00086.jpg,有漂浮物,1706,1279,ad3a7cb37c391d2a12848d1e06b6ca9c9da980c399f6a227d288f7a8181677b1,a727c0e267392e46,ok,True,,,file_block_0001
00087.jpg,训练集/00087.jpg,有漂浮物,1706,1279,e76bc2407e00c23a79ad51e711af40e190d540c8da75f98a541e21149bec9587,89cfe1293b6950ca,ok,True,,,file_block_0001
00088.jpg,训练集/00088.jpg,有漂浮物,4080,3060,ca057b833c1276f515cffd262f54186ddf169525c58bca19f94e8f66304dd5ca,bcef878cbcbfdfcf,ok,True,,,file_block_0001
00089.jpg,训练集/00089.jpg,有漂浮物,4080,3060,86be33ddf97cef37026544792e17ec8523073c0daffc00e1f3f9b53ab3d28fc4,3f3e3c86c3400818,ok,True,,,file_block_0001
00090.jpg,训练集/00090.jpg,有漂浮物,4080,3060,56f1c535b4b81392557bf832de1dd39213f25f5583b98d57e74e7cf80fbe3bc6,0111e9e1c1c32646,ok,True,,,file_block_0001
00091.jpg,训练集/00091.jpg,有漂浮物,1706,1279,935bca4d06d05dc1d2bf61a719494065b1660d11c00fb8708035f8d77f675042,9f9fb8c360216718,ok,True,,,file_block_0001
00092.jpg,训练集/00092.jpg,有漂浮物,1706,1279,c262cd57cc746832d58429e5f9188cd4153416643716f81216aceb980b28ec5b,0f9fffb7e4f4f3f1,ok,True,,,file_block_0001
00093.jpg,训练集/00093.jpg,有漂浮物,1706,1279,c5daae87e444b579a9a408cfb221ef3a17fb433f5360ec6670193de2562cfb4a,7f7ffee7e7c1c323,ok,True,,,file_block_0001
00094.jpg,训练集/00094.jpg,有漂浮物,4080,3060,d3fa771a6daff974b021be9b33996ed14c7b71d9c29d3d17ec457fbea7ef143d,88ccc8c898d8b878,ok,True,,,file_block_0001
00095.jpg,训练集/00095.jpg,有漂浮物,4080,3060,f488602b82eb7fc6e462d3c16c854722f76405d08aefdb979da7e47885c87810,000001939050c0c8,ok,True,,,file_block_0001
00096.jpg,训练集/00096.jpg,正常,4080,3060,64d1aa49767b78de0191b1f2f0234ea0a5ccd272f10fbb3e148777e1c19ccd21,cccdded5d080820a,ok,True,,,file_block_0001
00097.jpg,训练集/00097.jpg,有漂浮物,1706,1279,a2525120d1154863d0c1bfd3c83431a553a5fc26d196bb8f7b6ba4c28eea11a2,0f0fcd0739904c4c,ok,True,,,file_block_0001
00098.jpg,训练集/00098.jpg,有漂浮物,1706,1279,f7c99c5b5d5a32f8793260d18a04c42506aeefbf32d39ac65eecf14daca27d4f,cfdf9fd74743478d,ok,True,,,file_block_0001
00099.jpg,训练集/00099.jpg,有漂浮物,1706,1279,cb40671eeacd9a5edd3e0c0d56c5f2a2006c2e64f60061bf5497b781b7c784a2,1637d71711181838,ok,True,,,file_block_0001
00100.jpg,训练集/00100.jpg,正常,1706,1279,a1b3d9e3644974ea612fe5bff14fdb741518f8ed9dac7e192512c89d029205e2,75f8f0fcf8f9939b,ok,True,,,file_block_0001
00101.jpg,训练集/00101.jpg,有漂浮物,1706,1279,aee00260c49f77b56f3bc8efcf0f68d81dab3aa1843af2ef8ce5fd881c84c8a5,77f8c092c2f6f879,ok,True,,,file_block_0001
00102.jpg,训练集/00102.jpg,有漂浮物,1706,1279,645887692987e3867418653586006fc94898456acfb5b91d3ac2d63011afa61a,ef3f0f2f1d1a1818,ok,True,,,file_block_0001
00103.jpg,训练集/00103.jpg,有漂浮物,1706,1279,2b7155ae3f2fea0b5b3087b88a45004df932d0da10fef8ea8ca82ca0f7912704,4636430b5d5171e1,ok,True,,,file_block_0001
00104.jpg,训练集/00104.jpg,有漂浮物,4080,3060,2726b512cc05fca1fd2cc3b0b71870a1b71df04be25c543f0bb3c6d100e6c387,0b8faf0f4f676767,ok,True,,,file_block_0001
00105.jpg,训练集/00105.jpg,有漂浮物,4080,3060,8033bd118726c3bc501119358a4cd8a71c1520f86f6966d1dc1ebb4598b09ae1,434319594b4372f8,ok,True,,,file_block_0001
00106.jpg,训练集/00106.jpg,有漂浮物,4080,3060,bcae56541ca51929ac12a0a244d8365a6f430e669e78381ac3590e8f852b2da1,60200707818050c0,ok,True,,,file_block_0001
00107.jpg,训练集/00107.jpg,有漂浮物,1706,1279,50184c37dacef99a6074ea772956885d2a30cf9a437c36d070dadc0e514b2b6a,ddcdc44c647f5fdf,ok,True,,,file_block_0001
00108.jpg,训练集/00108.jpg,有漂浮物,1706,1279,9465ce45e96984d171356aa16c8811cfcf1df109052f606c8160340cb87f92aa,0090920318183868,ok,True,,,file_block_0001
00109.jpg,训练集/00109.jpg,有漂浮物,1706,1279,7ceb85a5bfc1694fd432a45dc3df0592f690aa59e1b344e19edc0afb663d60b2,9a17e36704510e04,ok,True,,,file_block_0001
00110.jpg,训练集/00110.jpg,有漂浮物,1706,1279,80c22b7553e3fdc09a9557fa2ca38a201f600abe985c29e72134340c7c443c58,68bf22222361c0c0,ok,True,,,file_block_0001
00111.jpg,训练集/00111.jpg,有漂浮物,1706,1279,7b76fda6eac3d8dcdb140801729519b8d2caab65acbd452c85c4c5eecd68fe26,471d17e101002c2c,ok,True,,,file_block_0001
00112.jpg,训练集/00112.jpg,有漂浮物,1706,1279,9b146df9948102dd70967eb6450b4f8311350ae90887a212df59ce2c5d78c1ee,80c40030700657f0,ok,True,,,file_block_0001
00113.jpg,训练集/00113.jpg,有漂浮物,4080,3060,17ac2be39a51fe1a2effdea74c3e6e6aba84b43d022efae2e4e5b85fc3faec66,4fdfffcfde9f0f0e,ok,True,,,file_block_0001
00114.jpg,训练集/00114.jpg,正常,4080,3060,ca9df61e439d8a990aa857e9bd560ce07f47d07c8387c0805d351883437976bf,0c080100882f2723,ok,True,,,file_block_0001
00115.jpg,训练集/00115.jpg,有漂浮物,1706,1279,ea6eb13d6c9a3b4c96be9aaf0bf6da4cdde521fc447de5a08f54c6e4dd764ec9,dd0f6efd8b1bcbcb,ok,True,,,file_block_0001
00116.jpg,训练集/00116.jpg,有漂浮物,1706,1279,730d4b8b7049f2291918470827fd6c789ab3b46c4e876a1529287842e29e5e73,83f373130183a2a1,ok,True,,,file_block_0001
00117.jpg,训练集/00117.jpg,有漂浮物,1706,1279,63170a789c4650282034a41a566857fab721d45f612bbb64481ef44fa91bb673,84a838b9e1e9e9f1,ok,True,,,file_block_0001
00118.jpg,训练集/00118.jpg,有漂浮物,1706,1280,35bcf3d6f1ca2285753f4634208dcd5b2b75ee697cb20e31419e37a29b852c94,cfe79787ded4c741,ok,True,,,file_block_0001
00119.jpg,训练集/00119.jpg,有漂浮物,1706,1280,f0819b6542f7bc04c7753bac96a43468997f05f5a95e6530f207dbdf5f1a589f,053231937f7765e8,ok,True,,,file_block_0001
00120.jpg,训练集/00120.jpg,有漂浮物,1706,1280,9146031b06a8f61597dab61db600f4ae4b0a6a2046c2d35d9e68d6a6375b8ab0,c76a6e391bf8fc3c,ok,True,,,file_block_0001
00121.jpg,训练集/00121.jpg,有漂浮物,4608,3456,b993d0417f46696661637d9c4e0d5f7d24f4c774dc6d950ed83bb7942de3acbf,d7fcdcdc7c7571f1,ok,True,,,file_block_0001
00122.jpg,训练集/00122.jpg,有漂浮物,4608,3456,9731d8a38790fe259b22ca4d1790b3eeed618f8a1c7361994c0104555a2451bd,3383821351517466,ok,True,,,file_block_0001
00123.jpg,训练集/00123.jpg,有漂浮物,4080,3060,369a91c77d03089eeba5224ef58ef80c97463115054c15ee63292a53be0826c0,07079f8fd29ab335,ok,True,,,file_block_0001
00124.jpg,训练集/00124.jpg,有漂浮物,1706,1279,d62d72512fa7fad518652101709b0b020e7ec2aea83a6763721c9661ee1056ab,0747c7c5c3e3e3e1,ok,True,,,file_block_0001
00125.jpg,训练集/00125.jpg,有漂浮物,1706,1279,feda2b180d862726045280f56ec0a945a006b088f52984cc3698232538038502,fffebe8ebff2befe,ok,True,,,file_block_0001
00126.jpg,训练集/00126.jpg,有漂浮物,1706,1279,b360344fee5feec5d301aaeaf694d645e748c9f579ab6141c9c54f31e736a2a1,24a5a092c2d0b078,ok,True,,,file_block_0001
00127.jpg,训练集/00127.jpg,有漂浮物,1706,1279,9b65d0a0cb50d332e2736ed7a8a72495f51c7dadb7bb44199ce88d0cd282f574,e94547fefe8eccf8,ok,True,dup_0004,,file_block_0001
00128.jpg,训练集/00128.jpg,有漂浮物,1706,1279,9b65d0a0cb50d332e2736ed7a8a72495f51c7dadb7bb44199ce88d0cd282f574,e94547fefe8eccf8,ok,False,dup_0004,,file_block_0001
00129.jpg,训练集/00129.jpg,有漂浮物,1706,1279,949b78cd42d97279e84b402ed292689ac8fd04864015f36305f28c23f5a9b0b8,17353d1c18183c34,ok,True,,,file_block_0001
00130.jpg,训练集/00130.jpg,有漂浮物,1706,1279,65580051a74cc94e8f05b5501fdfa71fb9bbcece7b091a9c84a9fa03dccc5e76,53703910070f2aa4,ok,True,,,file_block_0001
00131.jpg,训练集/00131.jpg,有漂浮物,1706,1279,3a88e487b343660164b6cfeb7ce3c11ed2c87d9f8020cc5f3e899826b0fdd706,39393337ff9ebe3a,ok,True,,,file_block_0001
00132.jpg,训练集/00132.jpg,有漂浮物,4080,3060,4d5b8d319e2ddf8858111fee972600648bb60ef2710eeb05c785edad591a29ad,80e486e7f0b88913,ok,True,,,file_block_0001
00133.jpg,训练集/00133.jpg,有漂浮物,4080,3060,adaa65eef8518cac997c03b16381f6d5f9164619053c23596a5c0e21fe454f84,000367c3c0a04869,ok,True,,,file_block_0001
00134.jpg,训练集/00134.jpg,有漂浮物,1706,1279,81e6abf48d4dfe22b8289eca0969202dbc369fd430d8b2638eaeba9bd50697a0,038e8e4ecfcecfff,ok,True,,,file_block_0001
00135.jpg,训练集/00135.jpg,有漂浮物,1706,1279,4e24ffe1b688caabdc51ef2ffe43a63d7bae91681375925b19976e1c39c78e3b,0f0fcf8793195014,ok,True,,,file_block_0001
00136.jpg,训练集/00136.jpg,有漂浮物,1706,1279,78c826c23669c6af2f4fd8f3ca324290daf1df2d66b32c6fbd2410a389823437,7f7c369399c84406,ok,True,,,file_block_0001
00137.jpg,训练集/00137.jpg,有漂浮物,1706,1279,ef6feacf54b48c3ee0eeaaa36fbfd218e9519c56ecab8a4ab3a635407d84ea19,21413030e0e1703c,ok,True,,,file_block_0001
00138.jpg,训练集/00138.jpg,有漂浮物,1706,1279,f8972cea3deeb46c3b6a91802217088c6bd66ef3342d478afdf6ee45f352a3b1,121878782ae0e178,ok,True,,,file_block_0001
00139.jpg,训练集/00139.jpg,有漂浮物,4080,3060,2ff3514d36149a96bf23e9af91e58e2368d28a41a2bb6f4cb87784649e2636f7,210301e0e0f81c0c,ok,True,,,file_block_0001
00140.jpg,训练集/00140.jpg,有漂浮物,4080,3060,ca1561be35a7ca3a2d4ca394c106c1467eadc3954c667d11c7cc3d516f8c3ac0,63612181c3c30309,ok,True,,,file_block_0001
