filename,relative_path,split,label,frame_id,sequence_id,sequence_id_method,width,height,declared_width,declared_height,sha256,difference_hash,image_ok,size_mismatch,duplicate_group,training_use,training_exclusion_reason,review_status
00275.jpg,初赛测试集/00275.jpg,test,,275,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,c0a3845b59b309ccf344c1ac3565b27b3f2aff0d5ba5b895d83f1d32a2587c8b,791b8183816361e0,True,False,,,,unlabeled
00276.jpg,初赛测试集/00276.jpg,test,,276,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,125a04fbaffd713aea3a0d2b6ecca0562ad923b958c4c976af349907ee66a70b,a83ba3e8cfceccec,True,False,dup_0001,,,unlabeled
00277.jpg,初赛测试集/00277.jpg,test,,277,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,c70fc2b14fbd1f75318b2b338fded50afeffde213d09937c5d183d90eb95f6ea,163607070560a0e4,True,False,,,,unlabeled
00278.jpg,初赛测试集/00278.jpg,test,,278,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,125a04fbaffd713aea3a0d2b6ecca0562ad923b958c4c976af349907ee66a70b,a83ba3e8cfceccec,True,False,dup_0001,,,unlabeled
00279.jpg,初赛测试集/00279.jpg,test,,279,file_block_0001,filename_contiguous_block_provisional,1279,1706,,,44bed14ef7a6453a87eae0020ec8c94c0953c5535b2bc30c93d29bc8830ce2d7,000660f0d0d0f8b1,True,False,,,,unlabeled
00280.jpg,初赛测试集/00280.jpg,test,,280,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,6951226c438f87299423a0eb6948f511756bd99a538b5b87b5402699719cbd1c,8687f8faf2c2c6c6,True,False,,,,unlabeled
00281.jpg,初赛测试集/00281.jpg,test,,281,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,27f7526f1fc52c5d9705fbdee18e4eecdfb445250003d4c586e53808701c99c7,cf4eddfdf5f5e1e1,True,False,,,,unlabeled
00282.jpg,初赛测试集/00282.jpg,test,,282,file_block_0001,filename_contiguous_block_provisional,1920,1080,,,d513c9cc469be70b0957f00a24e944492dc09ab22e7729e547f6b0a40c19dc22,1d0f6cedf3c39b51,True,False,,,,unlabeled
00283.jpg,初赛测试集/00283.jpg,test,,283,file_block_0001,filename_contiguous_block_provisional,1920,1080,,,5b5404697378b69549f8b490150e443bc2331f1251c91564d6083be9a7d74faf,f833f1e9fbb9b8fc,True,False,,,,unlabeled
00284.jpg,初赛测试集/00284.jpg,test,,284,file_block_0001,filename_contiguous_block_provisional,1920,1080,,,5120f6b8c88a8208e2c9839e1ac8c1a6f68251ad34f94d1ba3505be190c3386a,f96ee4f6e4f0acbc,True,False,,,,unlabeled
00285.jpg,初赛测试集/00285.jpg,test,,285,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,364e1d9d564a4dfa1c011172026b6c40d1130fe4673cd66fd0b0e7a5a8917ba6,c846434387bce8e0,True,False,,,,unlabeled
00286.jpg,初赛测试集/00286.jpg,test,,286,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,6f84cb3fadf6cecbbfcf5fd8943d28303ce9d31c674247115fee6dbe3ceeefad,a1b1f87839644c04,True,False,,,,unlabeled
00287.jpg,初赛测试集/00287.jpg,test,,287,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,597e8c1b1bd122d906920fa8c3a2c8c0227fd886ff0ec1814f86eab5e9bc6b3e,b078f97934640607,True,False,,,,unlabeled
00288.jpg,初赛测试集/00288.jpg,test,,288,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,03ebc35ff23512292d78ceb77b57ec7a2a15b2dcc693ea850e737cea0378ddba,2e2d2b71c4766d65,True,False,,,,unlabeled
00289.jpg,初赛测试集/00289.jpg,test,,289,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,1a0be57ffa255f8d63225de9cbc438904b30e7e95609e70b749c6b875cce5add,1a074f4292113666,True,False,,,,unlabeled
00290.jpg,初赛测试集/00290.jpg,test,,290,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,06d9fc57a10e61e2d30ce581442c90a778c6193dbb87905cd70a2f024ff5a222,07e363e303061616,True,False,,,,unlabeled
00291.jpg,初赛测试集/00291.jpg,test,,291,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,d0698fd0d08fd03dc398a0313b9e86ae093401188731d8cca04d53969b3db63c,1d0f0e6ccc163626,True,False,,,,unlabeled
00292.jpg,初赛测试集/00292.jpg,test,,292,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,c06ba3edcf6abe22f765545d92b888e4c08b0a5fef6ca00063c36661698cc922,7fffdd9d99c8e8f8,True,False,,,,unlabeled
00293.jpg,初赛测试集/00293.jpg,test,,293,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,8cbb86835b6468eeb6cf128b33031cd862d12047464ed65bcd02780430bb2ff4,7eff9d9999c8e0f8,True,False,,,,unlabeled
00294.jpg,初赛测试集/00294.jpg,test,,294,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,6beb8764739a7cbc8d31e6d8ea1d9587e70a0270ccf8c5538070b560d0f768ed,1f9b5ff2faf8f3f3,True,False,,,,unlabeled
00295.jpg,初赛测试集/00295.jpg,test,,295,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,b943a5a9f1f236cd39da93605aafc72a11cfab1713038341a152d02500d54356,c3c3079f9f87c791,True,False,,,,unlabeled
00296.jpg,初赛测试集/00296.jpg,test,,296,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,784ee94ef675f093ca53a49b0431fe2255d5b2e6b7299f46b376aa0f86f6346e,8f0e2d61e0c4e4c0,True,False,,,,unlabeled
00297.jpg,初赛测试集/00297.jpg,test,,297,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,a54c574335af7d5c6a5bd8c3d85ffaf43cebfaadf0ce4100d0dcd7a71f919af9,9e3df947707de9ec,True,False,,,,unlabeled
00298.jpg,初赛测试集/00298.jpg,test,,298,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,785f66cdfc48734a307f5ade8432f01cb90d37f268e6e43a9f8463ef143565ef,7ffde2f3c7ce5c18,True,False,,,,unlabeled
00299.jpg,初赛测试集/00299.jpg,test,,299,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,fe5cd8479a169d5b428b485768d80539562774f8ce00993aa5eaf55e18a85162,c3cf9a16f6f762e2,True,False,,,,unlabeled
00300.jpg,初赛测试集/00300.jpg,test,,300,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,b8811deb97110f447f49831aab6230cf205e7018cfb5ee7ed9bd8cb6f0d47993,006c3e0260b293d9,True,False,,,,unlabeled
00301.jpg,初赛测试集/00301.jpg,test,,301,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,a1bf432e6b9c1d843cc0e3f5bac7db9bbe34e0073ff28e952f2196843ac8fb57,fb5b2b6999191838,True,False,,,,unlabeled
00302.jpg,初赛测试集/00302.jpg,test,,302,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,355c53608032b0c70fe99bc2d40038cace1592c3e0bb67d9f005ddd8a8d1f807,2f9f5250e0a60606,True,False,,,,unlabeled
00303.jpg,初赛测试集/00303.jpg,test,,303,file_block_0001,filename_contiguous_block_provisional,1279,1706,,,e42b4ce745ea43963e1f29a19d519eb689ff00d732866ac88c18e23d6d2b6313,1e2e3674dcdcdf3f,True,False,,,,unlabeled
00304.jpg,初赛测试集/00304.jpg,test,,304,file_block_0001,filename_contiguous_block_provisional,1279,1706,,,9b3ecd796239d690f75d70298e570a852e58f715bdcd41e98ff65ee66a28ce17,dddcc13870e97ffc,True,False,,,,unlabeled
00305.jpg,初赛测试集/00305.jpg,test,,305,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,0fbcbc83ac8d7a266c1914895bd4c408ef759a5065f3cdd8395dc69d06ced14d,0f2f2f1f3f7afcf8,True,False,,,,unlabeled
00306.jpg,初赛测试集/00306.jpg,test,,306,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,11a6b56f6fd3fe0a472afd13f0fbd6e3290940cf53cc888d364cd62abb546fba,799f0f2931342e3e,True,False,,,,unlabeled
00307.jpg,初赛测试集/00307.jpg,test,,307,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,c4e404470b95894d115a3d4dec7c8e5627828d7b54e343c4b55f7fa6ef9d72a3,bf3f3f3fa7277ffc,True,False,dup_0002,,,unlabeled
00308.jpg,初赛测试集/00308.jpg,test,,308,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,62f4c9aa0db71b7802745c35ca87c9bb1aa177dbaa59e381a172268651e1424b,9f3f3f3fb6273b78,True,False,,,,unlabeled
00309.jpg,初赛测试集/00309.jpg,test,,309,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,c4e404470b95894d115a3d4dec7c8e5627828d7b54e343c4b55f7fa6ef9d72a3,bf3f3f3fa7277ffc,True,False,dup_0002,,,unlabeled
00310.jpg,初赛测试集/00310.jpg,test,,310,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,82d73a114c4aeb2e1383c08f845bc9babda04242b438e9fa7fe4633a1f4a6f62,dbbbb6608861c3c3,True,False,,,,unlabeled
00311.jpg,初赛测试集/00311.jpg,test,,311,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,ab2c4fee8327f258b7fbaf82e14e2c9bcc9b6944af23c210ae9b6b9cf8f9a29d,bffcf4f0309e8f8b,True,False,,,,unlabeled
00312.jpg,初赛测试集/00312.jpg,test,,312,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,34520b8f6f1f354510953bd8be90eb6e569b2b491f526fc368901b91287f9d68,2727376672b232e2,True,False,,,,unlabeled
00313.jpg,初赛测试集/00313.jpg,test,,313,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,350fb64a027bf7e778eebcde96628407418abc36ee2ed99208df454f22036197,9bd99b038327e9f1,True,False,,,,unlabeled
00314.jpg,初赛测试集/00314.jpg,test,,314,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,5872969d2fa3ef8d8fbfaed61bddac58ab79a512a2c82f38eb012719a887b45e,1b27c587173d6569,True,False,,,,unlabeled
00315.jpg,初赛测试集/00315.jpg,test,,315,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,0123ad712090f0a3f095b702aa37e452569485a032ee66b86e1aabdf069646ce,df6171544cc6c1e4,True,False,,,,unlabeled
00316.jpg,初赛测试集/00316.jpg,test,,316,file_block_0001,filename_contiguous_block_provisional,1279,1706,,,1e56beb642b757e4c1e474028c550a5431b58ee14dc32b0ff0d76c8362e84fe1,0100c92180c80485,True,False,,,,unlabeled
00317.jpg,初赛测试集/00317.jpg,test,,317,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,d5623dda4ad6e77d46206bd456b38cc3ea9fa144c2cd7e8eb544879cfefed54d,93b8786fb393f3e4,True,False,,,,unlabeled
00318.jpg,初赛测试集/00318.jpg,test,,318,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,02d5b76a7e541e006e8546c0e79bb173077c3337590fbd13594a5f71c55a1cbc,40d04247c393a8a2,True,False,,,,unlabeled
00319.jpg,初赛测试集/00319.jpg,test,,319,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,3728ed4cc311b82e0294bf945f36697a0f1609b234b054f9c31c69d6f90a5bac,e7e3754e1b3971c0,True,False,,,,unlabeled
00320.jpg,初赛测试集/00320.jpg,test,,320,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,ab24f3f50d4f7fbecfeff97af9712f658672fabed91a6245911c64d5a6c12cdf,e0e0686860646920,True,False,,,,unlabeled
00321.jpg,初赛测试集/00321.jpg,test,,321,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,7453e345c0cbd5e3399e2e10d43eeb75f9b70354d956a9334e78a8ed97ff05f5,64c03c0861607478,True,False,,,,unlabeled
00322.jpg,初赛测试集/00322.jpg,test,,322,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,41ecfb82784b148fc5688203e473b2bfbeebe61a1ec03f28ccdae0f053c4b7af,0b4b0c1cde5e7fb7,True,False,,,,unlabeled
00323.jpg,初赛测试集/00323.jpg,test,,323,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,e752c152674d5ca2a8a0d5639e8821af4659db9466c2750a33617566fcdb7c23,0c044c7867878d0d,True,False,,,,unlabeled
00324.jpg,初赛测试集/00324.jpg,test,,324,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,339d9915679200787fa3d1a8386754430f06122e5e80a010b749ca886da167cc,f1f4fffffbfbd9b1,True,False,,,,unlabeled
00325.jpg,初赛测试集/00325.jpg,test,,325,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,bd1f1f51ecc666d0f03a5ff4d174334d5aa4fa5bffe9eb1a7684578c925b954c,0b8b8c8c888080c0,True,False,,,,unlabeled
00326.jpg,初赛测试集/00326.jpg,test,,326,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,3457190154a0139525e1433be9caf897819bd833c591393bd4ed78cc08c356b5,0000c7effffdf9f9,True,False,,,,unlabeled
00327.jpg,初赛测试集/00327.jpg,test,,327,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,fb4b33c873b2b055978e53670519557c9d60ce491d4971bc4378dd1c4c381cd6,16363d1f2f3d3979,True,False,,,,unlabeled
00328.jpg,初赛测试集/00328.jpg,test,,328,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,b2317bcc0690828b2bb776c75d6de8115e22269b317f0e5170a643023a475eff,a00008185cf67060,True,False,,,,unlabeled
00329.jpg,初赛测试集/00329.jpg,test,,329,file_block_0001,filename_contiguous_block_provisional,4080,3060,,,293e90b9458178c5f88c0d5809738d8af0b62262f30f2d6c0fbc9a94596fb84e,06a6f1dd171e1a2b,True,False,,,,unlabeled
00330.jpg,初赛测试集/00330.jpg,test,,330,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,f265b6927ad4a2de60bf9e0726368fe0f1a7dee7afeacd0ca684a6acb982957f,763a6ac7c7a53997,True,False,,,,unlabeled
00331.jpg,初赛测试集/00331.jpg,test,,331,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,d663d69979eb69e638ea6be98c5ca0b4119a06e63e5ef3ac7385bace50caa5db,e2e2b6e0c81a70e0,True,False,,,,unlabeled
00332.jpg,初赛测试集/00332.jpg,test,,332,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,44456d2dfff431ebf13cedeb78d0e9c5ed6da04b41f5c3d746f49ac1805b46fe,11333237a6b2534b,True,False,,,,unlabeled
00333.jpg,初赛测试集/00333.jpg,test,,333,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,df76da563565596fca28e889eed648a57b3979573217bdf274d4fe6bbedbca02,c0809029060f0b0b,True,False,,,,unlabeled
00334.jpg,初赛测试集/00334.jpg,test,,334,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,ff7693bc4dbdfbc4cb8eb1b2aed4154aebc0401b12398a722f7bf2920bdec2e7,1f1f0f353e3f3b3b,True,False,,,,unlabeled
00335.jpg,初赛测试集/00335.jpg,test,,335,file_block_0001,filename_contiguous_block_provisional,4080,3060,,,9329730f1f0e52f7b460a58512155251b7f90b6f2e60aab034165ea62b59fc84,3f07a62613246261,True,False,,,,unlabeled
00336.jpg,初赛测试集/00336.jpg,test,,336,file_block_0001,filename_contiguous_block_provisional,4080,3060,,,8ad15a213bc16ee0c45d25fcbe52e256ce3371970f1d93982bc92bd973d58dbf,0c0c3f3f97c48484,True,False,,,,unlabeled
00337.jpg,初赛测试集/00337.jpg,test,,337,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,31e8dff59f87be8671d9951b6d361d557b89fff1eafac34126b70cdaef93315a,0022222622068611,True,False,,,,unlabeled
00338.jpg,初赛测试集/00338.jpg,test,,338,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,f8785b0a6a4ebd3b2a38ade9d44b9283a5f58476716e9865da420b71188304da,0e07c17e3777f4be,True,False,,,,unlabeled
00339.jpg,初赛测试集/00339.jpg,test,,339,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,9d7edcd92bad9aa3b46e331ec7cd91ead0b266bdf74efc0d792c99cc24d96864,9f9e1b2e171b9b99,True,False,,,,unlabeled
00340.jpg,初赛测试集/00340.jpg,test,,340,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,846c3b399448e92295707704d1d0f7fc4bd685a16ae49d588685226f4edbdbb6,f878fce4f4e4e0f7,True,False,,,,unlabeled
00341.jpg,初赛测试集/00341.jpg,test,,341,file_block_0001,filename_contiguous_block_provisional,1706,1279,,,6f0d859f4b0d5e228b617fefcf8ee3c2e530933528322d2a918480773329300e,1ff9b1180eb33130,True,False,,,,unlabeled
00431.jpg,初赛测试集/00431.jpg,test,,431,file_block_0002,filename_contiguous_block_provisional,746,903,,,fa566bdba923a7775e5cddaee2d04645ada0967b6de9979261ddd580c3c46c88,1f1f0f031c1f213f,True,False,,,,unlabeled
