filename,relative_path,original_label,reviewed_label,alternate_label,sequence_id,scene_id,source_type,confidence,reasons,priority,review_status,review_notes,evidence_scale,evidence_location
02086.jpg,训练集/02086.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class;near_duplicate_candidate,1,pending_manual_review,,,
02087.jpg,训练集/02087.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02088.jpg,训练集/02088.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02089.jpg,训练集/02089.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02090.jpg,训练集/02090.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02091.jpg,训练集/02091.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02112.jpg,训练集/02112.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02113.jpg,训练集/02113.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02114.jpg,训练集/02114.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02115.jpg,训练集/02115.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02116.jpg,训练集/02116.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02117.jpg,训练集/02117.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02118.jpg,训练集/02118.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class;near_duplicate_candidate,1,pending_manual_review,,,
02119.jpg,训练集/02119.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class;near_duplicate_candidate,1,pending_manual_review,,,
02120.jpg,训练集/02120.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02121.jpg,训练集/02121.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02127.jpg,训练集/02127.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02128.jpg,训练集/02128.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02129.jpg,训练集/02129.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02130.jpg,训练集/02130.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02131.jpg,训练集/02131.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02132.jpg,训练集/02132.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02133.jpg,训练集/02133.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02134.jpg,训练集/02134.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02135.jpg,训练集/02135.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02136.jpg,训练集/02136.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02137.jpg,训练集/02137.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02143.jpg,训练集/02143.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02144.jpg,训练集/02144.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02145.jpg,训练集/02145.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02146.jpg,训练集/02146.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02147.jpg,训练集/02147.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02148.jpg,训练集/02148.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02149.jpg,训练集/02149.jpg,乱占,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02060.jpg,训练集/02060.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02061.jpg,训练集/02061.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02097.jpg,训练集/02097.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02098.jpg,训练集/02098.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02099.jpg,训练集/02099.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02100.jpg,训练集/02100.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02101.jpg,训练集/02101.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02102.jpg,训练集/02102.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02103.jpg,训练集/02103.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02104.jpg,训练集/02104.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02105.jpg,训练集/02105.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02106.jpg,训练集/02106.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02107.jpg,训练集/02107.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02108.jpg,训练集/02108.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02109.jpg,训练集/02109.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02110.jpg,训练集/02110.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02122.jpg,训练集/02122.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02138.jpg,训练集/02138.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02139.jpg,训练集/02139.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02140.jpg,训练集/02140.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02141.jpg,训练集/02141.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02142.jpg,训练集/02142.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02150.jpg,训练集/02150.jpg,乱堆,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02486.jpg,训练集/02486.jpg,乱建,,,file_block_0007,file_block_0007,filename_contiguous_block_provisional,low,minority_class;size_mismatch,1,pending_manual_review,,,
02487.jpg,训练集/02487.jpg,乱建,,,file_block_0007,file_block_0007,filename_contiguous_block_provisional,low,minority_class;size_mismatch,1,pending_manual_review,,,
02488.jpg,训练集/02488.jpg,乱建,,,file_block_0007,file_block_0007,filename_contiguous_block_provisional,low,minority_class;size_mismatch,1,pending_manual_review,,,
02489.jpg,训练集/02489.jpg,乱建,,,file_block_0007,file_block_0007,filename_contiguous_block_provisional,low,minority_class;size_mismatch,1,pending_manual_review,,,
02052.jpg,训练集/02052.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02053.jpg,训练集/02053.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02054.jpg,训练集/02054.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02055.jpg,训练集/02055.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02056.jpg,训练集/02056.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02057.jpg,训练集/02057.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02063.jpg,训练集/02063.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02064.jpg,训练集/02064.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02065.jpg,训练集/02065.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02066.jpg,训练集/02066.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02067.jpg,训练集/02067.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02068.jpg,训练集/02068.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02069.jpg,训练集/02069.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02070.jpg,训练集/02070.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02071.jpg,训练集/02071.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02092.jpg,训练集/02092.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02093.jpg,训练集/02093.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02094.jpg,训练集/02094.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02095.jpg,训练集/02095.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02096.jpg,训练集/02096.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02123.jpg,训练集/02123.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02124.jpg,训练集/02124.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02125.jpg,训练集/02125.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02126.jpg,训练集/02126.jpg,乱采,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
00033.jpg,训练集/00033.jpg,正常,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
00064.jpg,训练集/00064.jpg,正常,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
00096.jpg,训练集/00096.jpg,正常,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
00100.jpg,训练集/00100.jpg,正常,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
00114.jpg,训练集/00114.jpg,正常,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
01086.jpg,训练集/01086.jpg,正常,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
02111.jpg,训练集/02111.jpg,正常,,,file_block_0006,file_block_0006,filename_contiguous_block_provisional,low,minority_class,1,pending_manual_review,,,
00127.jpg,训练集/00127.jpg,有漂浮物,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,exact_duplicate,2,pending_manual_review,,,
00128.jpg,训练集/00128.jpg,有漂浮物,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,exact_duplicate,2,pending_manual_review,,,
00154.jpg,训练集/00154.jpg,有漂浮物,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,exact_duplicate,2,pending_manual_review,,,
00155.jpg,训练集/00155.jpg,有漂浮物,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,exact_duplicate,2,pending_manual_review,,,
00161.jpg,训练集/00161.jpg,有漂浮物,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,exact_duplicate,2,pending_manual_review,,,
00162.jpg,训练集/00162.jpg,有漂浮物,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,exact_duplicate,2,pending_manual_review,,,
00176.jpg,训练集/00176.jpg,有漂浮物,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,exact_duplicate,2,pending_manual_review,,,
00177.jpg,训练集/00177.jpg,有漂浮物,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,exact_duplicate,2,pending_manual_review,,,
00215.jpg,训练集/00215.jpg,有漂浮物,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,exact_duplicate,2,pending_manual_review,,,
00216.jpg,训练集/00216.jpg,有漂浮物,,,file_block_0001,file_block_0001,filename_contiguous_block_provisional,low,exact_duplicate,2,pending_manual_review,,,
00446.jpg,训练集/00446.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00447.jpg,训练集/00447.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00448.jpg,训练集/00448.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00449.jpg,训练集/00449.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00450.jpg,训练集/00450.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00451.jpg,训练集/00451.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00452.jpg,训练集/00452.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00453.jpg,训练集/00453.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00454.jpg,训练集/00454.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00457.jpg,训练集/00457.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00458.jpg,训练集/00458.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00459.jpg,训练集/00459.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00460.jpg,训练集/00460.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00461.jpg,训练集/00461.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00462.jpg,训练集/00462.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00463.jpg,训练集/00463.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00464.jpg,训练集/00464.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00465.jpg,训练集/00465.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00466.jpg,训练集/00466.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00467.jpg,训练集/00467.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00468.jpg,训练集/00468.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00472.jpg,训练集/00472.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00473.jpg,训练集/00473.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00480.jpg,训练集/00480.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00482.jpg,训练集/00482.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00485.jpg,训练集/00485.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00486.jpg,训练集/00486.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00487.jpg,训练集/00487.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00492.jpg,训练集/00492.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00493.jpg,训练集/00493.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00531.jpg,训练集/00531.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00532.jpg,训练集/00532.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00533.jpg,训练集/00533.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00534.jpg,训练集/00534.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00539.jpg,训练集/00539.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00540.jpg,训练集/00540.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00541.jpg,训练集/00541.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00542.jpg,训练集/00542.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00543.jpg,训练集/00543.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00544.jpg,训练集/00544.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00559.jpg,训练集/00559.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00560.jpg,训练集/00560.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00567.jpg,训练集/00567.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00568.jpg,训练集/00568.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00635.jpg,训练集/00635.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00637.jpg,训练集/00637.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00640.jpg,训练集/00640.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00641.jpg,训练集/00641.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00642.jpg,训练集/00642.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00672.jpg,训练集/00672.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00673.jpg,训练集/00673.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00674.jpg,训练集/00674.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00677.jpg,训练集/00677.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00678.jpg,训练集/00678.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00680.jpg,训练集/00680.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
