filename,relative_path,label,group_id,group_mode,fold
00040.jpg,训练集/00040.jpg,有漂浮物,dup_near_0039,duplicate_near,1
00041.jpg,训练集/00041.jpg,有漂浮物,dup_near_0040,duplicate_near,2
00042.jpg,训练集/00042.jpg,有漂浮物,dup_near_0041,duplicate_near,3
00043.jpg,训练集/00043.jpg,有漂浮物,dup_near_0042,duplicate_near,0
00044.jpg,训练集/00044.jpg,有漂浮物,dup_near_0043,duplicate_near,1
00045.jpg,训练集/00045.jpg,有漂浮物,dup_near_0044,duplicate_near,2
00046.jpg,训练集/00046.jpg,有漂浮物,dup_near_0045,duplicate_near,1
00047.jpg,训练集/00047.jpg,有漂浮物,dup_near_0046,duplicate_near,3
00048.jpg,训练集/00048.jpg,有漂浮物,dup_near_0047,duplicate_near,0
00049.jpg,训练集/00049.jpg,有漂浮物,dup_near_0048,duplicate_near,1
00050.jpg,训练集/00050.jpg,有漂浮物,dup_near_0049,duplicate_near,2
00051.jpg,训练集/00051.jpg,有漂浮物,dup_near_0050,duplicate_near,3
00052.jpg,训练集/00052.jpg,有漂浮物,dup_near_0051,duplicate_near,0
00053.jpg,训练集/00053.jpg,有漂浮物,dup_near_0052,duplicate_near,1
00054.jpg,训练集/00054.jpg,有漂浮物,dup_near_0053,duplicate_near,2
00055.jpg,训练集/00055.jpg,有漂浮物,dup_near_0054,duplicate_near,3
00056.jpg,训练集/00056.jpg,有漂浮物,dup_near_0055,duplicate_near,0
00057.jpg,训练集/00057.jpg,有漂浮物,dup_near_0056,duplicate_near,1
00058.jpg,训练集/00058.jpg,有漂浮物,dup_near_0057,duplicate_near,2
00059.jpg,训练集/00059.jpg,有漂浮物,dup_near_0058,duplicate_near,3
00060.jpg,训练集/00060.jpg,有漂浮物,dup_near_0059,duplicate_near,3
00061.jpg,训练集/00061.jpg,有漂浮物,dup_near_0060,duplicate_near,0
00063.jpg,训练集/00063.jpg,有漂浮物,dup_near_0061,duplicate_near,1
00064.jpg,训练集/00064.jpg,正常,dup_near_0062,duplicate_near,2
00065.jpg,训练集/00065.jpg,有漂浮物,dup_near_0063,duplicate_near,3
00066.jpg,训练集/00066.jpg,有漂浮物,dup_near_0064,duplicate_near,0
00067.jpg,训练集/00067.jpg,有漂浮物,dup_near_0065,duplicate_near,2
00068.jpg,训练集/00068.jpg,有漂浮物,dup_near_0066,duplicate_near,1
00069.jpg,训练集/00069.jpg,有漂浮物,dup_near_0067,duplicate_near,2
00070.jpg,训练集/00070.jpg,有漂浮物,dup_near_0068,duplicate_near,3
00071.jpg,训练集/00071.jpg,有漂浮物,dup_near_0069,duplicate_near,0
00072.jpg,训练集/00072.jpg,有漂浮物,dup_near_0070,duplicate_near,0
00073.jpg,训练集/00073.jpg,有漂浮物,dup_near_0071,duplicate_near,1
00074.jpg,训练集/00074.jpg,有漂浮物,dup_near_0072,duplicate_near,2
00075.jpg,训练集/00075.jpg,有漂浮物,dup_near_0073,duplicate_near,1
00076.jpg,训练集/00076.jpg,有漂浮物,dup_near_0074,duplicate_near,3
00077.jpg,训练集/00077.jpg,有漂浮物,dup_near_0075,duplicate_near,0
00078.jpg,训练集/00078.jpg,有漂浮物,dup_near_0076,duplicate_near,1
00079.jpg,训练集/00079.jpg,有漂浮物,dup_near_0077,duplicate_near,2
00080.jpg,训练集/00080.jpg,有漂浮物,dup_near_0078,duplicate_near,3
00081.jpg,训练集/00081.jpg,有漂浮物,dup_near_0079,duplicate_near,0
00082.jpg,训练集/00082.jpg,有漂浮物,dup_near_0080,duplicate_near,1
00083.jpg,训练集/00083.jpg,有漂浮物,dup_near_0081,duplicate_near,2
00084.jpg,训练集/00084.jpg,有漂浮物,dup_near_0082,duplicate_near,2
00085.jpg,训练集/00085.jpg,有漂浮物,dup_near_0083,duplicate_near,3
00086.jpg,训练集/00086.jpg,有漂浮物,dup_near_0084,duplicate_near,0
00087.jpg,训练集/00087.jpg,有漂浮物,dup_near_0085,duplicate_near,1
00088.jpg,训练集/00088.jpg,有漂浮物,dup_near_0086,duplicate_near,2
00089.jpg,训练集/00089.jpg,有漂浮物,dup_near_0087,duplicate_near,3
00090.jpg,训练集/00090.jpg,有漂浮物,dup_near_0088,duplicate_near,0
00091.jpg,训练集/00091.jpg,有漂浮物,dup_near_0089,duplicate_near,1
00092.jpg,训练集/00092.jpg,有漂浮物,dup_near_0090,duplicate_near,2
00093.jpg,训练集/00093.jpg,有漂浮物,dup_near_0091,duplicate_near,3
00094.jpg,训练集/00094.jpg,有漂浮物,dup_near_0092,duplicate_near,0
00095.jpg,训练集/00095.jpg,有漂浮物,dup_near_0093,duplicate_near,0
00096.jpg,训练集/00096.jpg,正常,dup_near_0094,duplicate_near,1
00097.jpg,训练集/00097.jpg,有漂浮物,dup_near_0095,duplicate_near,1
00098.jpg,训练集/00098.jpg,有漂浮物,dup_near_0096,duplicate_near,2
00099.jpg,训练集/00099.jpg,有漂浮物,dup_near_0097,duplicate_near,3
00100.jpg,训练集/00100.jpg,正常,dup_near_0098,duplicate_near,0
00101.jpg,训练集/00101.jpg,有漂浮物,dup_near_0099,duplicate_near,1
00102.jpg,训练集/00102.jpg,有漂浮物,dup_near_0100,duplicate_near,2
00103.jpg,训练集/00103.jpg,有漂浮物,dup_near_0101,duplicate_near,3
00104.jpg,训练集/00104.jpg,有漂浮物,dup_near_0102,duplicate_near,0
00105.jpg,训练集/00105.jpg,有漂浮物,dup_near_0103,duplicate_near,1
00106.jpg,训练集/00106.jpg,有漂浮物,dup_near_0104,duplicate_near,2
00107.jpg,训练集/00107.jpg,有漂浮物,dup_near_0105,duplicate_near,3
00108.jpg,训练集/00108.jpg,有漂浮物,dup_near_0106,duplicate_near,0
00109.jpg,训练集/00109.jpg,有漂浮物,dup_near_0107,duplicate_near,1
00110.jpg,训练集/00110.jpg,有漂浮物,dup_near_0108,duplicate_near,3
00111.jpg,训练集/00111.jpg,有漂浮物,dup_near_0109,duplicate_near,3
00112.jpg,训练集/00112.jpg,有漂浮物,dup_near_0110,duplicate_near,2
00113.jpg,训练集/00113.jpg,有漂浮物,dup_near_0111,duplicate_near,0
00114.jpg,训练集/00114.jpg,正常,dup_near_0112,duplicate_near,3
00115.jpg,训练集/00115.jpg,有漂浮物,dup_near_0113,duplicate_near,0
00116.jpg,训练集/00116.jpg,有漂浮物,dup_near_0114,duplicate_near,2
00117.jpg,训练集/00117.jpg,有漂浮物,dup_near_0115,duplicate_near,1
00118.jpg,训练集/00118.jpg,有漂浮物,dup_near_0116,duplicate_near,2
00119.jpg,训练集/00119.jpg,有漂浮物,dup_near_0117,duplicate_near,3
00120.jpg,训练集/00120.jpg,有漂浮物,dup_near_0118,duplicate_near,0
00121.jpg,训练集/00121.jpg,有漂浮物,dup_near_0119,duplicate_near,1
00122.jpg,训练集/00122.jpg,有漂浮物,dup_near_0120,duplicate_near,2
00123.jpg,训练集/00123.jpg,有漂浮物,dup_near_0121,duplicate_near,3
00124.jpg,训练集/00124.jpg,有漂浮物,dup_near_0122,duplicate_near,2
00125.jpg,训练集/00125.jpg,有漂浮物,dup_near_0123,duplicate_near,0
00126.jpg,训练集/00126.jpg,有漂浮物,dup_near_0124,duplicate_near,1
00127.jpg,训练集/00127.jpg,有漂浮物,dup_near_0125,duplicate_near,2
00129.jpg,训练集/00129.jpg,有漂浮物,dup_near_0126,duplicate_near,3
00130.jpg,训练集/00130.jpg,有漂浮物,dup_near_0127,duplicate_near,1
00131.jpg,训练集/00131.jpg,有漂浮物,dup_near_0128,duplicate_near,1
00132.jpg,训练集/00132.jpg,有漂浮物,dup_near_0129,duplicate_near,0
00133.jpg,训练集/00133.jpg,有漂浮物,dup_near_0130,duplicate_near,1
00134.jpg,训练集/00134.jpg,有漂浮物,dup_near_0131,duplicate_near,2
00135.jpg,训练集/00135.jpg,有漂浮物,dup_near_0132,duplicate_near,3
00136.jpg,训练集/00136.jpg,有漂浮物,dup_near_0133,duplicate_near,0
00137.jpg,训练集/00137.jpg,有漂浮物,dup_near_0134,duplicate_near,0
00138.jpg,训练集/00138.jpg,有漂浮物,dup_near_0135,duplicate_near,1
00139.jpg,训练集/00139.jpg,有漂浮物,dup_near_0136,duplicate_near,2
00140.jpg,训练集/00140.jpg,有漂浮物,dup_near_0137,duplicate_near,3
00141.jpg,训练集/00141.jpg,有漂浮物,dup_near_0138,duplicate_near,0
00142.jpg,训练集/00142.jpg,有漂浮物,dup_near_0139,duplicate_near,1
00143.jpg,训练集/00143.jpg,有漂浮物,dup_near_0140,duplicate_near,2
00144.jpg,训练集/00144.jpg,有漂浮物,dup_near_0141,duplicate_near,2
00145.jpg,训练集/00145.jpg,有漂浮物,dup_near_0142,duplicate_near,3
00146.jpg,训练集/00146.jpg,有漂浮物,dup_near_0143,duplicate_near,0
00147.jpg,训练集/00147.jpg,有漂浮物,dup_near_0144,duplicate_near,1
00148.jpg,训练集/00148.jpg,有漂浮物,dup_near_0145,duplicate_near,2
00149.jpg,训练集/00149.jpg,有漂浮物,dup_near_0146,duplicate_near,3
00150.jpg,训练集/00150.jpg,有漂浮物,dup_near_0147,duplicate_near,3
00151.jpg,训练集/00151.jpg,有漂浮物,dup_near_0148,duplicate_near,0
00152.jpg,训练集/00152.jpg,有漂浮物,dup_near_0149,duplicate_near,1
00153.jpg,训练集/00153.jpg,有漂浮物,dup_near_0150,duplicate_near,2
00154.jpg,训练集/00154.jpg,有漂浮物,dup_near_0151,duplicate_near,3
00156.jpg,训练集/00156.jpg,有漂浮物,dup_near_0152,duplicate_near,0
00157.jpg,训练集/00157.jpg,有漂浮物,dup_near_0153,duplicate_near,0
00158.jpg,训练集/00158.jpg,有漂浮物,dup_near_0154,duplicate_near,1
00159.jpg,训练集/00159.jpg,有漂浮物,dup_near_0155,duplicate_near,2
00160.jpg,训练集/00160.jpg,有漂浮物,dup_near_0156,duplicate_near,1
00161.jpg,训练集/00161.jpg,有漂浮物,dup_near_0157,duplicate_near,3
00163.jpg,训练集/00163.jpg,有漂浮物,dup_near_0158,duplicate_near,0
00164.jpg,训练集/00164.jpg,有漂浮物,dup_near_0159,duplicate_near,1
00165.jpg,训练集/00165.jpg,有漂浮物,dup_near_0160,duplicate_near,2
00166.jpg,训练集/00166.jpg,有漂浮物,dup_near_0161,duplicate_near,3
00168.jpg,训练集/00168.jpg,有漂浮物,dup_near_0162,duplicate_near,0
00169.jpg,训练集/00169.jpg,有漂浮物,dup_near_0163,duplicate_near,1
00170.jpg,训练集/00170.jpg,有漂浮物,dup_near_0164,duplicate_near,2
00171.jpg,训练集/00171.jpg,有漂浮物,dup_near_0165,duplicate_near,3
00172.jpg,训练集/00172.jpg,有漂浮物,dup_near_0166,duplicate_near,1
00173.jpg,训练集/00173.jpg,有漂浮物,dup_near_0167,duplicate_near,0
00174.jpg,训练集/00174.jpg,有漂浮物,dup_near_0168,duplicate_near,1
00175.jpg,训练集/00175.jpg,有漂浮物,dup_near_0169,duplicate_near,2
00176.jpg,训练集/00176.jpg,有漂浮物,dup_near_0170,duplicate_near,3
00178.jpg,训练集/00178.jpg,有漂浮物,dup_near_0171,duplicate_near,0
00179.jpg,训练集/00179.jpg,有漂浮物,dup_near_0172,duplicate_near,1
00180.jpg,训练集/00180.jpg,有漂浮物,dup_near_0173,duplicate_near,2
00181.jpg,训练集/00181.jpg,有漂浮物,dup_near_0174,duplicate_near,3
00182.jpg,训练集/00182.jpg,有漂浮物,dup_near_0175,duplicate_near,0
00183.jpg,训练集/00183.jpg,有漂浮物,dup_near_0176,duplicate_near,1
00184.jpg,训练集/00184.jpg,有漂浮物,dup_near_0177,duplicate_near,2
00185.jpg,训练集/00185.jpg,有漂浮物,dup_near_0178,duplicate_near,3
00186.jpg,训练集/00186.jpg,有漂浮物,dup_near_0179,duplicate_near,2
00187.jpg,训练集/00187.jpg,有漂浮物,dup_near_0180,duplicate_near,0
00188.jpg,训练集/00188.jpg,有漂浮物,dup_near_0181,duplicate_near,1
00189.jpg,训练集/00189.jpg,有漂浮物,dup_near_0182,duplicate_near,2
00190.jpg,训练集/00190.jpg,有漂浮物,dup_near_0183,duplicate_near,3
00191.jpg,训练集/00191.jpg,有漂浮物,dup_near_0184,duplicate_near,0
00192.jpg,训练集/00192.jpg,有漂浮物,dup_near_0185,duplicate_near,1
00193.jpg,训练集/00193.jpg,有漂浮物,dup_near_0186,duplicate_near,2
00194.jpg,训练集/00194.jpg,有漂浮物,dup_near_0187,duplicate_near,3
00195.jpg,训练集/00195.jpg,有漂浮物,dup_near_0188,duplicate_near,0
00196.jpg,训练集/00196.jpg,有漂浮物,dup_near_0189,duplicate_near,1
00197.jpg,训练集/00197.jpg,有漂浮物,dup_near_0190,duplicate_near,2
00198.jpg,训练集/00198.jpg,有漂浮物,dup_near_0191,duplicate_near,3
00199.jpg,训练集/00199.jpg,有漂浮物,dup_near_0192,duplicate_near,3
00200.jpg,训练集/00200.jpg,有漂浮物,dup_near_0193,duplicate_near,0
00201.jpg,训练集/00201.jpg,有漂浮物,dup_near_0194,duplicate_near,1
00202.jpg,训练集/00202.jpg,有漂浮物,dup_near_0195,duplicate_near,2
00203.jpg,训练集/00203.jpg,有漂浮物,dup_near_0196,duplicate_near,3
00204.jpg,训练集/00204.jpg,有漂浮物,dup_near_0197,duplicate_near,0
00205.jpg,训练集/00205.jpg,有漂浮物,dup_near_0198,duplicate_near,1
00206.jpg,训练集/00206.jpg,有漂浮物,dup_near_0199,duplicate_near,3
00207.jpg,训练集/00207.jpg,有漂浮物,dup_near_0200,duplicate_near,2
00208.jpg,训练集/00208.jpg,有漂浮物,dup_near_0201,duplicate_near,1
00209.jpg,训练集/00209.jpg,有漂浮物,dup_near_0202,duplicate_near,0
00210.jpg,训练集/00210.jpg,有漂浮物,dup_near_0203,duplicate_near,3
00211.jpg,训练集/00211.jpg,有漂浮物,dup_near_0204,duplicate_near,0
00212.jpg,训练集/00212.jpg,有漂浮物,dup_near_0205,duplicate_near,1
00213.jpg,训练集/00213.jpg,有漂浮物,dup_near_0206,duplicate_near,2
00214.jpg,训练集/00214.jpg,有漂浮物,dup_near_0207,duplicate_near,2
00215.jpg,训练集/00215.jpg,有漂浮物,dup_near_0208,duplicate_near,3
00217.jpg,训练集/00217.jpg,有漂浮物,dup_near_0209,duplicate_near,1
00218.jpg,训练集/00218.jpg,有漂浮物,dup_near_0210,duplicate_near,0
00219.jpg,训练集/00219.jpg,有漂浮物,dup_near_0211,duplicate_near,1
00220.jpg,训练集/00220.jpg,有漂浮物,dup_near_0212,duplicate_near,2
00221.jpg,训练集/00221.jpg,有漂浮物,dup_near_0213,duplicate_near,3
00222.jpg,训练集/00222.jpg,有漂浮物,dup_near_0214,duplicate_near,3
00223.jpg,训练集/00223.jpg,有漂浮物,dup_near_0215,duplicate_near,0
00224.jpg,训练集/00224.jpg,有漂浮物,dup_near_0216,duplicate_near,1
00225.jpg,训练集/00225.jpg,有漂浮物,dup_near_0217,duplicate_near,2
00226.jpg,训练集/00226.jpg,有漂浮物,dup_near_0218,duplicate_near,3
00227.jpg,训练集/00227.jpg,有漂浮物,dup_near_0219,duplicate_near,0
00228.jpg,训练集/00228.jpg,有漂浮物,dup_near_0220,duplicate_near,1
00229.jpg,训练集/00229.jpg,有漂浮物,dup_near_0221,duplicate_near,2
00230.jpg,训练集/00230.jpg,有漂浮物,dup_near_0222,duplicate_near,3
00231.jpg,训练集/00231.jpg,有漂浮物,dup_near_0223,duplicate_near,0
00232.jpg,训练集/00232.jpg,有漂浮物,dup_near_0224,duplicate_near,1
00233.jpg,训练集/00233.jpg,有漂浮物,dup_near_0225,duplicate_near,2
00443.jpg,训练集/00443.jpg,有漂浮物,dup_near_0226,duplicate_near,3
00444.jpg,训练集/00444.jpg,有漂浮物,dup_near_0227,duplicate_near,0
00445.jpg,训练集/00445.jpg,有漂浮物,dup_near_0228,duplicate_near,3
00446.jpg,训练集/00446.jpg,有漂浮物,dup_near_0229,duplicate_near,1
00447.jpg,训练集/00447.jpg,有漂浮物,dup_near_0229,duplicate_near,1
00448.jpg,训练集/00448.jpg,有漂浮物,dup_near_0229,duplicate_near,1
00449.jpg,训练集/00449.jpg,有漂浮物,dup_near_0229,duplicate_near,1
00450.jpg,训练集/00450.jpg,有漂浮物,dup_near_0229,duplicate_near,1
00451.jpg,训练集/00451.jpg,有漂浮物,dup_near_0229,duplicate_near,1
00452.jpg,训练集/00452.jpg,有漂浮物,dup_near_0229,duplicate_near,1
00453.jpg,训练集/00453.jpg,有漂浮物,dup_near_0230,duplicate_near,2
00454.jpg,训练集/00454.jpg,有漂浮物,dup_near_0230,duplicate_near,2
00455.jpg,训练集/00455.jpg,有漂浮物,dup_near_0231,duplicate_near,3
00456.jpg,训练集/00456.jpg,有漂浮物,dup_near_0232,duplicate_near,0
00457.jpg,训练集/00457.jpg,有漂浮物,dup_near_0233,duplicate_near,1
00458.jpg,训练集/00458.jpg,有漂浮物,dup_near_0234,duplicate_near,2
00459.jpg,训练集/00459.jpg,有漂浮物,dup_near_0233,duplicate_near,1
00460.jpg,训练集/00460.jpg,有漂浮物,dup_near_0234,duplicate_near,2
00461.jpg,训练集/00461.jpg,有漂浮物,dup_near_0234,duplicate_near,2
00462.jpg,训练集/00462.jpg,有漂浮物,dup_near_0234,duplicate_near,2
00463.jpg,训练集/00463.jpg,有漂浮物,dup_near_0234,duplicate_near,2
00464.jpg,训练集/00464.jpg,有漂浮物,dup_near_0234,duplicate_near,2
00465.jpg,训练集/00465.jpg,有漂浮物,dup_near_0235,duplicate_near,3
00466.jpg,训练集/00466.jpg,有漂浮物,dup_near_0235,duplicate_near,3
00467.jpg,训练集/00467.jpg,有漂浮物,dup_near_0235,duplicate_near,3
00468.jpg,训练集/00468.jpg,有漂浮物,dup_near_0235,duplicate_near,3
00469.jpg,训练集/00469.jpg,有漂浮物,dup_near_0236,duplicate_near,0
00470.jpg,训练集/00470.jpg,有漂浮物,dup_near_0237,duplicate_near,1
00471.jpg,训练集/00471.jpg,有漂浮物,dup_near_0238,duplicate_near,2
00472.jpg,训练集/00472.jpg,有漂浮物,dup_near_0239,duplicate_near,3
00473.jpg,训练集/00473.jpg,有漂浮物,dup_near_0239,duplicate_near,3
00474.jpg,训练集/00474.jpg,有漂浮物,dup_near_0240,duplicate_near,0
00475.jpg,训练集/00475.jpg,有漂浮物,dup_near_0241,duplicate_near,0
00476.jpg,训练集/00476.jpg,有漂浮物,dup_near_0242,duplicate_near,2
00477.jpg,训练集/00477.jpg,有漂浮物,dup_near_0243,duplicate_near,0
00478.jpg,训练集/00478.jpg,有漂浮物,dup_near_0244,duplicate_near,1
00479.jpg,训练集/00479.jpg,有漂浮物,dup_near_0245,duplicate_near,1
00480.jpg,训练集/00480.jpg,有漂浮物,dup_near_0246,duplicate_near,2
00481.jpg,训练集/00481.jpg,有漂浮物,dup_near_0247,duplicate_near,3
00482.jpg,训练集/00482.jpg,有漂浮物,dup_near_0246,duplicate_near,2
00483.jpg,训练集/00483.jpg,有漂浮物,dup_near_0248,duplicate_near,0
00484.jpg,训练集/00484.jpg,有漂浮物,dup_near_0249,duplicate_near,1
00485.jpg,训练集/00485.jpg,有漂浮物,dup_near_0250,duplicate_near,2
00486.jpg,训练集/00486.jpg,有漂浮物,dup_near_0250,duplicate_near,2
00487.jpg,训练集/00487.jpg,有漂浮物,dup_near_0250,duplicate_near,2
00488.jpg,训练集/00488.jpg,有漂浮物,dup_near_0251,duplicate_near,3
00489.jpg,训练集/00489.jpg,有漂浮物,dup_near_0252,duplicate_near,0
00490.jpg,训练集/00490.jpg,有漂浮物,dup_near_0253,duplicate_near,1
00491.jpg,训练集/00491.jpg,有漂浮物,dup_near_0254,duplicate_near,2
00492.jpg,训练集/00492.jpg,有漂浮物,dup_near_0255,duplicate_near,3
00493.jpg,训练集/00493.jpg,有漂浮物,dup_near_0255,duplicate_near,3
00494.jpg,训练集/00494.jpg,有漂浮物,dup_near_0256,duplicate_near,0
00495.jpg,训练集/00495.jpg,有漂浮物,dup_near_0257,duplicate_near,1
00496.jpg,训练集/00496.jpg,有漂浮物,dup_near_0258,duplicate_near,2
00497.jpg,训练集/00497.jpg,有漂浮物,dup_near_0259,duplicate_near,3
00498.jpg,训练集/00498.jpg,有漂浮物,dup_near_0260,duplicate_near,0
00499.jpg,训练集/00499.jpg,有漂浮物,dup_near_0261,duplicate_near,1
00500.jpg,训练集/00500.jpg,有漂浮物,dup_near_0262,duplicate_near,2
00501.jpg,训练集/00501.jpg,有漂浮物,dup_near_0263,duplicate_near,3
00502.jpg,训练集/00502.jpg,有漂浮物,dup_near_0264,duplicate_near,0
00503.jpg,训练集/00503.jpg,有漂浮物,dup_near_0265,duplicate_near,1
00504.jpg,训练集/00504.jpg,有漂浮物,dup_near_0266,duplicate_near,2
00505.jpg,训练集/00505.jpg,有漂浮物,dup_near_0267,duplicate_near,2
00506.jpg,训练集/00506.jpg,有漂浮物,dup_near_0268,duplicate_near,3
00507.jpg,训练集/00507.jpg,有漂浮物,dup_near_0269,duplicate_near,0
00508.jpg,训练集/00508.jpg,有漂浮物,dup_near_0270,duplicate_near,1
00509.jpg,训练集/00509.jpg,有漂浮物,dup_near_0271,duplicate_near,2
00510.jpg,训练集/00510.jpg,有漂浮物,dup_near_0272,duplicate_near,3
00511.jpg,训练集/00511.jpg,有漂浮物,dup_near_0273,duplicate_near,0
00512.jpg,训练集/00512.jpg,有漂浮物,dup_near_0274,duplicate_near,1
00513.jpg,训练集/00513.jpg,有漂浮物,dup_near_0275,duplicate_near,2
00514.jpg,训练集/00514.jpg,有漂浮物,dup_near_0276,duplicate_near,3
00515.jpg,训练集/00515.jpg,有漂浮物,dup_near_0277,duplicate_near,2
00516.jpg,训练集/00516.jpg,有漂浮物,dup_near_0278,duplicate_near,0
00517.jpg,训练集/00517.jpg,有漂浮物,dup_near_0279,duplicate_near,1
00518.jpg,训练集/00518.jpg,有漂浮物,dup_near_0280,duplicate_near,2
00519.jpg,训练集/00519.jpg,有漂浮物,dup_near_0281,duplicate_near,3
00520.jpg,训练集/00520.jpg,有漂浮物,dup_near_0282,duplicate_near,0
00521.jpg,训练集/00521.jpg,有漂浮物,dup_near_0283,duplicate_near,1
00522.jpg,训练集/00522.jpg,有漂浮物,dup_near_0284,duplicate_near,2
00523.jpg,训练集/00523.jpg,有漂浮物,dup_near_0285,duplicate_near,3
00524.jpg,训练集/00524.jpg,有漂浮物,dup_near_0286,duplicate_near,0
00525.jpg,训练集/00525.jpg,有漂浮物,dup_near_0287,duplicate_near,1
00526.jpg,训练集/00526.jpg,有漂浮物,dup_near_0288,duplicate_near,2
00527.jpg,训练集/00527.jpg,有漂浮物,dup_near_0289,duplicate_near,3
00528.jpg,训练集/00528.jpg,有漂浮物,dup_near_0290,duplicate_near,0
00529.jpg,训练集/00529.jpg,有漂浮物,dup_near_0291,duplicate_near,1
00530.jpg,训练集/00530.jpg,有漂浮物,dup_near_0292,duplicate_near,2
00531.jpg,训练集/00531.jpg,有漂浮物,dup_near_0293,duplicate_near,3
00532.jpg,训练集/00532.jpg,有漂浮物,dup_near_0293,duplicate_near,3
00533.jpg,训练集/00533.jpg,有漂浮物,dup_near_0293,duplicate_near,3
00534.jpg,训练集/00534.jpg,有漂浮物,dup_near_0293,duplicate_near,3
00535.jpg,训练集/00535.jpg,有漂浮物,dup_near_0294,duplicate_near,0
00536.jpg,训练集/00536.jpg,有漂浮物,dup_near_0295,duplicate_near,2
00537.jpg,训练集/00537.jpg,有漂浮物,dup_near_0296,duplicate_near,1
00538.jpg,训练集/00538.jpg,有漂浮物,dup_near_0297,duplicate_near,2
00539.jpg,训练集/00539.jpg,有漂浮物,dup_near_0298,duplicate_near,3
00540.jpg,训练集/00540.jpg,有漂浮物,dup_near_0298,duplicate_near,3
00541.jpg,训练集/00541.jpg,有漂浮物,dup_near_0298,duplicate_near,3
00542.jpg,训练集/00542.jpg,有漂浮物,dup_near_0299,duplicate_near,3
00543.jpg,训练集/00543.jpg,有漂浮物,dup_near_0299,duplicate_near,3
00544.jpg,训练集/00544.jpg,有漂浮物,dup_near_0299,duplicate_near,3
00545.jpg,训练集/00545.jpg,有漂浮物,dup_near_0300,duplicate_near,3
00546.jpg,训练集/00546.jpg,有漂浮物,dup_near_0301,duplicate_near,0
00547.jpg,训练集/00547.jpg,有漂浮物,dup_near_0302,duplicate_near,0
00548.jpg,训练集/00548.jpg,有漂浮物,dup_near_0303,duplicate_near,2
